,101_1_60_linear_homogeneous,101_2_60_linear_homogeneous,101_3_60_linear_homogeneous,101_4_60_linear_homogeneous,101_5_60_linear_homogeneous,101_6_60_linear_homogeneous,101_7_60_linear_homogeneous,101_8_60_linear_homogeneous,101_9_60_linear_homogeneous,101_10_60_linear_homogeneous,101_11_60_linear_homogeneous,101_12_60_linear_homogeneous,101_13_60_linear_homogeneous,101_14_60_linear_homogeneous,101_15_60_linear_homogeneous,101_16_60_linear_homogeneous,101_17_60_linear_homogeneous,101_18_60_linear_homogeneous,101_19_60_linear_homogeneous,101_20_60_linear_homogeneous,101_21_60_linear_homogeneous,101_22_60_linear_homogeneous,101_23_60_linear_homogeneous,101_24_60_linear_homogeneous,101_25_60_linear_homogeneous,101_26_60_linear_homogeneous,101_27_60_linear_homogeneous,101_28_60_linear_homogeneous,101_29_60_linear_homogeneous,101_30_60_linear_homogeneous,101_31_60_linear_homogeneous,101_32_60_linear_homogeneous,101_33_60_linear_homogeneous,101_34_60_linear_homogeneous,101_35_60_linear_homogeneous,101_36_60_linear_homogeneous,101_37_60_linear_homogeneous,101_38_60_linear_homogeneous,101_39_60_linear_homogeneous,101_40_60_linear_homogeneous,101_41_60_linear_homogeneous,101_42_60_linear_homogeneous,101_43_60_linear_homogeneous,101_44_60_linear_homogeneous,101_45_60_linear_homogeneous,101_46_60_linear_homogeneous,101_47_60_linear_homogeneous,101_48_60_linear_homogeneous,101_49_60_linear_homogeneous,101_50_60_linear_homogeneous,101_51_60_linear_homogeneous,101_52_60_linear_homogeneous,101_53_60_linear_homogeneous,101_54_60_linear_homogeneous,101_55_60_linear_homogeneous,101_56_60_linear_homogeneous,101_57_60_linear_homogeneous,101_58_60_linear_homogeneous,101_59_60_linear_homogeneous,101_60_60_linear_homogeneous,101_61_60_linear_homogeneous,101_62_60_linear_homogeneous,101_63_60_linear_homogeneous,101_64_60_linear_homogeneous,101_65_60_linear_homogeneous,101_66_60_linear_homogeneous,101_67_60_linear_homogeneous,101_68_60_linear_homogeneous,101_69_60_linear_homogeneous,101_70_60_linear_homogeneous,101_71_60_linear_homogeneous,101_72_60_linear_homogeneous,101_73_60_linear_homogeneous,101_74_60_linear_homogeneous,101_75_60_linear_homogeneous,101_76_60_linear_homogeneous,101_77_60_linear_homogeneous,101_78_60_linear_homogeneous,101_79_60_linear_homogeneous,101_80_60_linear_homogeneous,101_81_60_linear_homogeneous,101_82_60_linear_homogeneous,101_83_60_linear_homogeneous,101_84_60_linear_homogeneous,101_85_60_linear_homogeneous,101_86_60_linear_homogeneous,101_87_60_linear_homogeneous,101_88_60_linear_homogeneous,101_89_60_linear_homogeneous,101_90_60_linear_homogeneous,101_91_60_linear_homogeneous,101_92_60_linear_homogeneous,101_93_60_linear_homogeneous,101_94_60_linear_homogeneous,101_95_60_linear_homogeneous,101_96_60_linear_homogeneous,101_97_60_linear_homogeneous,101_98_60_linear_homogeneous,101_99_60_linear_homogeneous,101_100_60_linear_homogeneous,101_101_60_linear_homogeneous
0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1,3.09727766735863,3.8903543053324,4.39401143290335,3.86916971743489,5.03268272077731,4.61026766273583,3.58661452226182,4.39008460628863,4.22070792572845,2.95418409094086,4.03403025444139,3.80793887567402,3.76103428085722,4.32166522679408,4.25100264622423,5.02981487316144,3.7577871144876,4.31864707492739,2.41579100598912,4.44779636384207,3.98160812135801,4.04028017837568,4.59905889265162,2.67060961786662,4.81697704878452,4.75957971486323,3.92389796188359,2.36967111809672,4.60165530068918,4.73261177751167,4.18328663009565,4.49203012597035,4.48165918108001,3.82421305014152,3.51210691877954,5.00133716041765,4.99790779480647,4.26612877927418,3.58404665627395,4.43600851665176,2.49130127773711,4.1068048158088,4.51667527823714,4.57500510255505,3.40247396513637,4.3946235234696,3.53253208134754,2.70307155399901,4.2839960644652,4.53811729137837,4.73841339089569,4.44953832275607,4.36588447460786,3.93890603902303,3.11961338507962,5.98039382326584,3.43001155468985,4.67025924645055,2.81589703650826,3.89159246399994,3.56085885603328,4.444274338414,5.13971551280257,4.31213186085653,4.17532979542879,3.01546921047746,2.43132851454532,3.86455842988802,4.71210035829235,4.44059847117014,4.78332030996517,4.89718660925699,4.1881808671946,4.47656159982991,4.49308854722369,4.22469774821759,3.92739285896854,4.33235702903261,4.04386550987611,4.78564173384585,5.05130199756732,3.7719464812162,4.95047920282537,5.31996130795746,3.90612529265541,4.07080101622264,4.58178449561315,4.61236209493666,4.63871765179368,4.1302520445311,4.02889278734565,4.22138675907174,4.35085901193362,3.86677782708555,4.07891963782118,4.50252169107356,4.18381006158731,4.51914558967685,3.9111570520707,4.62109358280665,4.30769544635106
2,2.83169868170471,4.41957719719549,4.67270612921535,4.19222243778369,5.07045964210423,5.00524566886116,3.68638475103975,4.92222418637487,4.8569442366151,2.29812272869592,3.37338258065026,2.8349293413818,4.64177635082704,5.07325149535767,4.41488926564742,6.01180985857292,3.75821762842564,4.02985901518142,2.08508318270151,3.48985593540747,3.73431941912674,4.88362783325524,4.94947208716486,2.38664508306365,5.36019907491257,4.84980121373124,3.78362130362475,1.9732490907553,5.90567556835752,5.79025646297312,4.85546452854383,5.06198476629598,5.16981755454644,3.94294907346507,3.84235691013362,5.8736424625611,4.70537691840276,4.54302543515426,2.85490108711042,5.08758577863038,2.01516798199646,3.7525953231444,4.91383238309372,3.8629369414097,4.64378781831576,4.13127734308752,2.06178672841564,1.86383324930791,4.57673798757509,5.22935901949583,5.27807446137665,4.85048875392315,4.85001985043225,3.63186276333582,2.24318372407916,6.2131719997005,2.26061570814173,5.59618298782442,2.20136721969512,5.23613684136176,3.3958808856288,4.5782631197603,4.64531238286966,4.15662158626424,4.62685751090389,2.92584687127754,0.989880337255806,3.41826476142735,5.91275585249962,5.3080888946437,6.39207192721898,5.03531581719027,3.30850714008388,4.1365982462202,4.38631345213973,3.55888725982462,4.30272662719737,4.43404036414695,4.3660003839689,4.50854852033507,5.69749686287136,3.74527349549322,6.02803962030144,6.34506082536993,4.59354545389773,4.85142415504293,3.77578557843344,4.60121791377962,5.34088626519315,3.83180446562668,4.20440742240731,5.04430549193586,4.09874571850606,3.61308650123127,4.94324626529574,4.80327300736086,4.76572495977237,3.83675965905367,4.06781839831979,5.91960586482661,4.85188416713662
3,3.00710518164128,4.17390952711551,5.32365543520169,4.76401702091493,5.53546089144023,4.546154541501,3.89622552680615,5.21747399976915,4.2628478615864,2.13651625499441,3.30977400565873,2.29903291967096,5.12659263993411,4.66942608731388,4.26125335780128,6.93923885341472,3.80631005683501,2.77869613228543,2.33726553296961,2.55807497773204,2.80291795152728,5.86459342419356,4.15280532132813,3.37929757505801,4.49392689024014,5.53832416476449,4.12282936557227,2.33401137508438,7.13255720090778,6.12066388440562,5.77435706653092,5.9826361642429,5.40191565725449,4.89018273754494,4.67059829343509,6.70190388004983,4.1596030746968,3.8038107761756,2.4307120791599,4.8013673294935,1.6318237164192,4.39704711610747,3.84916269300075,2.43229122143594,4.86909799214154,4.34043788155041,1.87721330546358,1.99598197323032,4.47173395727377,5.08202410647513,4.72754604248954,5.76137948103127,4.41709265647628,3.6955040349613,2.34437152258531,5.86007965220368,2.82393910227451,5.85119661827337,1.55792219367486,5.56700923422461,3.50926750010162,4.97619601650368,4.24709174240277,3.39880146917555,4.88041242245839,3.73901666402736,1.42564237775214,3.66135107734563,6.81378780545196,5.25148739516876,7.02467078900425,5.39461769000001,3.00746012099402,3.3739007426396,4.29556497908543,3.36586380271969,4.39529718236918,4.6665331614135,4.64639474289063,4.32952893161687,6.88877879763696,4.22633255757897,6.43455652334581,7.44440355078402,5.26384359993756,5.82837786001142,4.07406041736594,4.00243745160331,5.64834541586944,3.47331953509462,3.89430071794692,4.63282312348433,3.960210579663,3.21589789027171,4.60169425355326,5.05984049845533,5.71208110924368,4.26968312845381,3.7218573505422,6.16249436681595,5.16004914601991
4,4.46037444214283,4.39070946532209,5.78683901529406,5.34342115817245,5.40957478575649,4.79495266003357,4.05350634741686,5.75661758900482,3.94750840272099,2.16519910054942,3.93209106657307,1.72053829969528,6.14331866451906,4.71026108428875,3.65272083151433,6.6661974181669,3.57314768742808,2.20912428814716,2.66168056207674,2.43478824409508,2.63268539212265,7.14643898746632,3.46549928431691,4.37530656316789,4.23075527551218,5.97205247483127,4.65144346620374,3.54051992705893,7.9473369201734,6.23623062403748,6.45560651969545,6.2284347842376,5.42654719042876,5.14990273410571,5.18376812483707,7.29961183916709,3.9910468659909,2.86202918842734,2.28609421847809,4.21033326783092,1.39596298309735,4.34403544161915,3.53619942960668,1.7955842348389,4.68731644639848,4.25208957369751,2.21795627404425,2.42398502232985,4.37831150742145,5.28033976639193,4.39147642209625,6.22765787569992,4.57348859477258,3.41201435628532,2.87857848090735,6.35963070212935,3.28425080837724,6.71289788052131,1.4149388783824,6.87275835748895,3.12463038590767,5.10276372963455,4.18082975473424,3.52600647982442,5.28257360862808,4.2634972182225,1.49276899965343,3.68590145499722,7.03324867892633,5.73530491829007,7.97119397505458,4.87065730323606,2.53494546028743,3.1380797846674,4.39326359151108,3.12155638855887,4.63116396497448,4.3461784606747,4.58069230781615,3.75845377754211,7.66606340451492,3.99862114360094,6.60622860746443,8.28740409231937,4.94613660471716,6.64560654012923,3.90873678849455,3.70375493492454,6.32696832413369,2.58248593109266,3.56639747042642,4.13705051496839,4.31201643006201,3.55513979940066,5.09975285308263,5.25069900045884,5.89181487654511,4.15801396621688,3.13853994104127,5.89893707256042,5.05873328118157
5,4.48784486287761,4.31581108946033,6.425405673563,6.31821584639494,5.86019858325052,5.04015327377786,4.48135161100915,5.45840067377181,4.18152012505424,1.87393029677311,4.430106662451,1.75078717533689,6.74297205429968,5.66200344715007,3.79589180890872,6.26935726152099,3.6752232812016,1.99016411173414,2.63430938651936,1.39033293933683,2.22521811011802,7.87395219168776,3.18937298649284,4.6252353233869,4.13865681434338,6.24901477304509,4.69465309358438,3.64914149445633,9.39721040554165,7.09800110862166,6.77728889717139,6.99572338092338,4.68982537518265,4.99626009249775,6.01218967312632,7.75674384526141,4.09925570467307,2.24927241779534,2.38453397539681,3.96451546600463,1.79883170325335,4.65342600466805,2.95769519041613,0.998676291000642,4.31453656265318,3.8046478776559,2.20680856602902,2.98812484201101,4.90184726484872,5.56847225996779,3.13881403871978,5.95655401866116,4.97369482038707,3.83859784228583,2.43811297025603,6.30759781014855,3.33701541090531,7.09192006344432,1.78290760881846,7.0270953115586,3.61412810457403,4.57951219667616,4.33256681498431,3.29684012944678,5.08940768876513,4.56625126078133,2.394843233505,3.7667670869261,6.95766662699872,5.72766584092358,8.27059722475131,5.46507196803367,2.86507583123076,3.75236896561118,4.15553088560866,2.52853683874647,4.50056319568398,4.36319593938129,5.25678214456683,3.83851770377273,8.8050347602953,3.60523733664465,6.55440687460755,8.04688986282896,5.98719324925668,6.45556981682211,4.32657425324325,3.57779480538956,6.98185632585609,1.56419503791722,2.98801827172404,4.07078490906121,3.65531988949932,3.11964371708194,4.93702146840392,4.47379882497363,6.36994036967764,4.63143513304265,3.38100979580907,5.33866897661691,3.91018906758198
6,5.22200976679751,4.72131491116218,6.36748242774908,7.67644040489643,5.72103014844484,5.17074475513136,4.60338394365672,6.27912279103437,5.08378687877658,1.86337751468421,4.23280065951898,1.87141637554499,6.95603968779637,6.68639488335122,4.33697779343519,5.70500196367913,3.1601273748726,2.20171875513333,2.86941789572459,1.51462792172209,1.55420972526723,8.61021460903353,3.53714112148246,4.17884889396759,3.8122951784625,6.2061891770141,5.07452994537245,4.06598926433674,10.426372397414,7.8944828974614,6.99548741833182,7.66300378477074,5.08823321021393,4.14907843926814,6.90435952960534,8.37047069530542,4.26358401845369,2.23940146344858,2.41333450705264,3.74770867460885,2.3965357536023,4.29989337720223,2.66334639093497,0.486786380368946,4.2411365172055,3.74505254241646,2.52135121708004,3.72964938916437,5.4736519077748,5.8721749049727,2.86655452357515,6.25705777075704,4.46242725547409,4.05186704166004,2.53594857313897,5.59274224325575,3.64277815144886,7.39156701276915,1.76552114607497,6.57279588518211,3.9421715724821,5.3940243168292,4.71838154044059,3.26510741936888,5.27095460775407,4.88244969837727,2.90763349657373,3.20568455861452,6.82475155370609,7.05865987741168,8.67937850816333,5.27249173968203,2.74945552520409,3.87265923678982,4.87392634264736,1.77151004306622,4.49634808945967,3.71076591639989,5.19453099377992,3.80037038821867,9.43601749338804,3.98314100082395,6.87647058655257,7.87827148005953,6.8742412703867,7.16274608226098,4.16433711858518,3.30205559087556,7.46617052754454,1.36241825324202,2.4343092977779,3.99028989184943,3.14686985291452,3.09767029966074,5.27364809589858,4.86976811060939,5.97853964188581,4.78567345223457,3.89740236820636,4.43140665996599,3.65429720117787
7,6.15048371267868,4.61908341123452,6.51120352903013,8.100410538013,5.99438091850385,5.01042960162194,5.02758755576036,5.96408916521487,5.76702575522824,2.69009021345891,4.15794202032218,2.29322241971431,7.40798353275396,6.60932414999429,4.71346685150063,5.25247923959644,3.18666719877051,1.42351794926427,3.62479063211005,1.3207361503861,1.47999166309498,9.55815248841668,3.48902635245561,4.28300242852076,3.41993760996216,5.4756086812886,5.16870695239957,4.54317555367224,11.0059852736869,8.38654415485535,6.89752983587611,8.21777423244956,5.58487873679236,3.86737325965602,6.94943748269658,8.4812353139043,3.4820489501492,1.782081960718,2.81388971936011,3.70723343938729,2.72459882423031,3.94802255862766,2.76836189169345,0.956149752606218,4.80165865416901,3.41683836874326,2.6664251251473,4.27587754879789,5.83614573563271,6.30652595042393,2.89715669143937,5.97186089306257,3.61566948516621,4.41357439052639,2.55390326835009,5.83471110729097,3.68468037582204,7.49244978077712,2.01236903228281,6.36850349842017,4.60001751183759,5.49281771428703,5.08350264856498,3.31315147316141,5.47967464837226,5.66495069816154,3.49579512164453,3.30665078784105,6.09038407121772,7.20597405748542,8.83341763754769,5.14856536632124,2.8716527046575,3.81392236167712,4.43245095185699,1.55506915676707,4.54745156382663,3.6875321307596,5.21508781321511,3.28029938129719,9.05662933409244,4.89952288397823,7.26565898584982,7.0896596322492,7.37536894914915,6.86288762005051,3.8064249254437,3.43682839871734,7.85178375351718,1.74292947125053,2.2244344308318,3.0162426475001,3.16400517765438,3.36611159466164,4.77970187201347,4.68283210768739,5.75656781368252,5.23381192189613,3.63974154868927,3.53654010996625,3.53873520042371
8,6.57833851152589,4.15601372528947,6.49902661273468,7.96942187306531,6.55994092907903,4.9908232111892,5.23232243070867,6.37719232737281,5.73334233315877,2.81947262085952,3.90596840305882,3.10556023379114,7.84724265147394,6.79683662363544,5.3153374559738,4.90225774612685,3.44427333713372,1.4400826126634,3.57591200866892,1.01501683729016,1.15932995420861,10.1150042274775,4.10074004251397,4.90921159812322,3.40774828466811,4.85915793894549,5.14278890613746,4.63768542694143,11.0639756626483,9.02876841307963,7.10293005152195,8.97327789562303,5.80077792373089,3.71228313983471,7.76395464530142,8.17603424034304,3.60665943674882,2.02657690717376,2.22390031864413,4.10770781559681,3.1104970171311,3.65039339645624,2.427023914607,1.41435867854514,4.91275401194534,2.69514766858917,2.60373675054623,4.10928442172792,5.73119739779465,6.74181468477837,3.06545554803931,6.28294894601108,3.24355871910847,4.95871690093171,2.67052013536405,5.81281032453757,3.40362624313528,7.03117997294267,2.65062564080117,5.66327956230791,5.0448732154126,6.08901928158108,5.32154479903651,3.57052938254188,5.02057602442865,6.23550257787394,3.28764671517656,2.68054678000352,5.99654530105505,7.31826732237371,8.89163055762629,5.34052516852737,2.50291545429316,3.90780800481503,4.41400628507209,1.43439517698613,4.85629709354464,4.13220830417426,5.08875232454094,3.11129577507524,8.57722874985983,5.74867176068592,7.23226056130947,6.66924485622482,7.82339095393815,6.6573323610476,4.2799843642008,3.50438025325491,8.13786901553511,1.56302401383978,1.81905328144477,2.55893147777026,2.9365266069285,3.51429368967846,4.59994072791223,4.88228940464659,5.20832257856859,5.26441975644938,4.17001110758711,2.86537267800799,3.36546941511473
9,6.83239863766403,4.26587847061911,6.136834175144,7.58264501731518,6.81287664969023,4.5055333781877,4.44425491998871,6.12677355313849,5.50595397486146,2.76773007873054,4.33736177136939,3.87033488650676,8.19900387688109,6.7231197796781,5.39706648500165,4.27664449434691,3.03516864314427,1.70044334139896,4.19931906789608,1.07564487252035,1.55321788969152,9.85908913159838,4.2688172437692,6.02619296668037,3.20876629983841,4.34538680619531,5.55223488621924,5.13652108019698,10.7733945066271,9.16887920541852,6.6987698180626,9.1259601429706,5.95632360154036,3.27447689151719,8.00465743620623,8.04674946215627,3.59461278212761,1.80333219383212,2.61200461974693,4.51211923777256,3.1981923213517,3.03258423027089,2.42053912945451,2.05293619488904,4.67491577010952,2.86977526852453,3.28344142520287,4.46048908261182,6.00941047864814,6.25547330904235,2.87392761478816,6.76652039406758,3.43773608861768,5.02229308618742,2.67775628906027,6.2939588110802,3.5432925958557,6.62072161146347,2.92603849412095,6.09137452249686,4.55510098015628,6.79273390577454,6.00134547278894,3.5661663912282,4.6017389919803,6.27987843934767,3.44289980311784,2.83838280759876,5.76421822935754,6.99653912270876,9.48410016040975,4.57749935157125,2.73878704659312,3.8637113570235,4.28808675162673,1.54458620091165,5.30770360471079,3.81614537291823,5.02103309119541,2.92001996672105,8.24337076229841,6.82405347561682,7.66426467373746,6.18465758495327,8.05432487320632,6.77305477381342,3.96610604530874,3.34825194723301,8.36830070994757,1.87752623740141,1.4487006340634,2.20549926386794,3.25185627116969,3.32458661011912,3.80343974954834,5.00233560864762,5.22152184029803,5.34072943059179,4.07525726797985,3.19908074319577,2.98391641015751
