101_1_222_l_he,101_2_222_l_he,101_3_222_l_he,101_4_222_l_he,101_5_222_l_he,101_6_222_l_he,101_7_222_l_he,101_8_222_l_he,101_9_222_l_he,101_10_222_l_he,101_11_222_l_he,101_12_222_l_he,101_13_222_l_he,101_14_222_l_he,101_15_222_l_he,101_16_222_l_he,101_17_222_l_he,101_18_222_l_he,101_19_222_l_he,101_20_222_l_he,101_21_222_l_he,101_22_222_l_he,101_23_222_l_he,101_24_222_l_he,101_25_222_l_he,101_26_222_l_he,101_27_222_l_he,101_28_222_l_he,101_29_222_l_he,101_30_222_l_he,101_31_222_l_he,101_32_222_l_he,101_33_222_l_he,101_34_222_l_he,101_35_222_l_he,101_36_222_l_he,101_37_222_l_he,101_38_222_l_he,101_39_222_l_he,101_40_222_l_he,101_41_222_l_he,101_42_222_l_he,101_43_222_l_he,101_44_222_l_he,101_45_222_l_he,101_46_222_l_he,101_47_222_l_he,101_48_222_l_he,101_49_222_l_he,101_50_222_l_he,101_51_222_l_he,101_52_222_l_he,101_53_222_l_he,101_54_222_l_he,101_55_222_l_he,101_56_222_l_he,101_57_222_l_he,101_58_222_l_he,101_59_222_l_he,101_60_222_l_he,101_61_222_l_he,101_62_222_l_he,101_63_222_l_he,101_64_222_l_he,101_65_222_l_he,101_66_222_l_he,101_67_222_l_he,101_68_222_l_he,101_69_222_l_he,101_70_222_l_he,101_71_222_l_he,101_72_222_l_he,101_73_222_l_he,101_74_222_l_he,101_75_222_l_he,101_76_222_l_he,101_77_222_l_he,101_78_222_l_he,101_79_222_l_he,101_80_222_l_he,101_81_222_l_he,101_82_222_l_he,101_83_222_l_he,101_84_222_l_he,101_85_222_l_he,101_86_222_l_he,101_87_222_l_he,101_88_222_l_he,101_89_222_l_he,101_90_222_l_he,101_91_222_l_he,101_92_222_l_he,101_93_222_l_he,101_94_222_l_he,101_95_222_l_he,101_96_222_l_he,101_97_222_l_he,101_98_222_l_he,101_99_222_l_he,101_100_222_l_he,101_101_222_l_he
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5.15888220123104,2.9050315840334,4.05224725246029,5.37215144089644,3.26434821488847,4.72758498328498,2.85101738949523,3.64909085032787,4.4207509928139,3.4428932863814,4.90721905363938,4.52292949215342,3.21312098947328,4.2118104676362,3.73265385601428,3.6642445838338,4.95291912671871,5.22319297691221,4.06408829597845,3.37849412921562,4.95264481586525,5.14601798046689,4.66074994726029,4.09833558749959,4.13853426367906,3.87811182392207,4.82826943544309,4.94090292081215,4.26540361362138,4.45424251789027,3.56801586484161,3.36222655008926,3.06808771526445,4.34939253330121,3.47118679608532,4.65173787995698,4.05681840905696,3.51919671746953,4.34536244076002,3.88718929703793,5.21728970532607,3.77592469339231,3.65827163960506,3.60834885313146,3.41169812326505,3.48202352685566,3.67050837762025,4.72803797284315,3.30060689722698,3.26582816798292,4.4787323364257,5.07798489173109,4.17479675756164,5.34333754656802,3.60741407502991,3.845665723507,4.14116314048492,3.49809163786777,3.72098968656088,4.98667564508056,3.51389654594573,4.76631409808621,4.03810422995922,3.79813721864243,3.64445229436928,5.3125422145876,4.70790281127843,3.38811820520578,3.3664823198144,3.09959879327662,4.23626936344137,4.39972081785649,4.34761963544425,3.51311565783324,3.63183174455696,2.21303350386717,3.82655169274782,4.69376671546116,5.20709069089596,3.17804603130471,2.68083035830529,3.50411573019619,3.841158663245,3.10694387163974,4.69046059099209,5.07083028613124,3.21636215894348,3.48487231650827,3.70840571133518,3.5853592501738,3.42715815840702,3.09921343201453,2.92135799094168,2.38805431270909,3.61669023524459,4.06466299215798,4.14678675572436,3.30217738070547,4.70429689632265,4.51647051235211,4.15690462144663
5.16201505975452,2.78965383771891,4.60023692071769,6.46884144582861,3.00369264404446,5.54519021760775,2.2468128608726,4.21724407607143,4.31018101535321,3.27679761688706,5.57522158236528,5.26380685710674,3.18818959345665,4.71677504056283,3.01849429947008,2.88831103534362,5.34620542819965,6.22681957609699,3.91350249561796,3.82962664108662,6.25886185032761,5.80297463053433,6.16632624249297,3.93087947807115,5.03541131443924,3.79260200011346,5.09906137426947,5.44833224802144,4.63961666619801,5.23388390163623,3.89363621955963,3.20303442690536,1.91848535721901,4.24833554647701,2.8175573178027,6.59449904113597,3.99916649821838,3.55356933176986,4.90641360049152,3.3705183361353,5.85296048794097,3.14879142026282,4.09803926770367,3.58117463541308,4.19868667563841,3.66897997989371,4.07587609439657,4.33738614894991,3.06534080268904,2.83739556052925,5.88066119374159,5.70116969319372,3.60574612194749,6.82666927162706,3.55479218285832,4.96611704292264,4.66067070760582,3.31501477356663,4.0929408055575,4.97438434135355,3.61109352613991,5.00165527560909,4.92081408969367,3.56920006957181,3.39695297088055,5.10032813953731,5.53865405225995,2.17198596488024,3.55268330319806,3.27469019833069,3.80199553440742,4.65297167510367,5.2257726746047,3.05216416081556,3.22680575086764,1.5851581077647,4.44789295996031,5.01536807324259,6.37766234290262,3.62523931262394,2.98402940055606,3.13215863365332,4.54836805493269,2.88850131275557,5.19251689024932,5.64276415585699,3.60570844019634,3.05348824818571,3.6994556836019,3.29301810257067,4.30699503354711,2.75391773393173,2.94706974556682,1.96796455253595,4.29567636381784,3.97572233836802,4.2517397512684,3.41032581459652,4.061475582788,4.64676339640688,4.29546037753823
5.10412274882174,3.11202563403465,4.97158622739955,7.63814465577078,2.7144673619847,6.05886326120873,2.62204004285138,5.38807069014712,4.44385169616532,3.50086312556273,5.24836327382982,5.9423115566507,2.97984970491938,4.71459223613387,2.59287976310521,3.33355258027831,5.04731273879507,7.18324293180028,4.420358144698,3.61167605000247,6.74394548154536,6.01517917647424,7.10818577585202,4.19070566416456,5.9122398670591,3.91763352549194,5.46920920935984,6.15647144301319,4.21061505910367,6.87481964071528,3.86642888474504,2.44793655226467,2.12064170023375,4.31331634832901,3.28906891196361,7.54219060202648,4.77620008555578,3.4647220629661,5.59725814475941,2.94006275297769,6.29093827468664,3.15799281804821,4.01369843953039,3.61433872901759,4.62222175427322,4.0884937763,5.3866830881411,4.68309184658256,3.60091049869712,2.72291515915491,5.49542947457414,5.68365611459817,3.56188445731297,7.36074270849381,3.29706674241895,6.18051037983325,4.34805150872681,4.19527831217755,4.30295036346299,5.78563799399373,4.76321326046434,5.87437858374024,4.92259097434228,3.14209910674772,3.03435391237001,4.83505136047386,4.92509515441198,1.79640258884663,4.06740894906079,3.82163409233821,3.98431190618093,5.20846055029987,6.58328508797297,3.63420093440346,3.34415829882203,1.75640503680734,4.40033081374772,5.09908071317749,7.01365162621416,4.17776492343987,3.76573641909035,2.28493074128541,4.70829928995136,3.65195657373245,4.47515270475675,6.07053995495898,3.01635167690905,3.79309723416721,4.34796911842578,3.94517698771175,4.2925369001128,3.46784789295851,3.7722305706115,1.31265191577355,4.57419972119595,3.83030093346898,4.11385986579496,3.40400674702403,4.60182317540046,3.84294818905237,4.23654494140849
4.50974125624359,5.04482680789525,5.05470411194601,8.45809551831699,3.11752858764142,6.11462535190654,2.89037503055862,6.1466607463692,3.82943693728045,3.60040733933483,5.11438676148362,5.31626189200524,3.01594536253831,4.83258558236053,2.13531141775153,3.42150565861759,5.07721643124278,8.61301680044916,4.2260923710885,4.20723074387171,7.18728506510512,5.61850467901562,7.3729383768488,4.04485220382955,7.655647183331,4.3546410445458,5.74179756878877,6.3159018962397,4.63755333021603,7.82711888884114,4.13615291250411,1.58697371672067,1.74211935159901,4.07981296397982,4.28985381788048,8.60785652005266,4.81109437637478,3.7946499454562,6.1406768717225,3.40775477258965,6.55685291810262,2.27434863283882,4.24124916812366,4.34139629977495,4.38561463325316,4.89581864646008,5.80040152434967,4.38076625251888,3.99462638501229,2.83677099586381,5.52357861419878,6.1295456583038,2.81626945895454,8.37327695693285,3.27834110083364,7.09113879722727,4.29468870718346,4.95801417891869,5.12420645336022,6.51102714221671,6.01388506999017,6.91434860327153,5.46544526256256,2.98593362228222,2.55268689825871,5.11668114845019,5.25575817990802,0.77171059297756,5.06385791212426,4.35491667979582,4.40888441182692,4.50442845202135,6.7801635348746,4.14062768744576,4.0098084681082,2.43840054377695,4.55161759198239,5.87284485759485,7.47574718997645,5.29210447611677,4.47060831919741,1.58106703478439,5.36804389490455,3.15110335857326,4.11755505201898,6.06270925719231,3.1887205406276,3.83609176003928,3.96931298726799,4.04851818350535,4.52593802959916,4.19566005309666,4.2624682395207,1.46967518835897,4.83834502975013,4.15935667032351,4.45042117067605,3.7373352937506,5.3916748214617,3.50062223044597,4.64376996437703
4.57278324859578,6.27782484484581,5.57089425339643,9.44078549935935,3.70499492258273,5.60427432700388,3.26296353990406,7.2080124699683,3.57247413649562,3.79755983706675,4.23120226902213,4.63739443259779,3.33151852844152,4.09527164732396,2.41549457098234,3.64137215419526,5.61408468558661,9.96252404822411,4.28872278909005,3.64113367654763,7.90459665131478,4.9349690216831,7.15105827454686,4.15437306113854,7.88041501585276,4.63457843345568,5.58166416882071,6.3621191077109,4.35496015326007,8.27708199029924,4.15322440670594,1.06714274102357,0.887089096510622,3.81229931938561,4.59714342567805,9.54035655805905,5.46545833812154,4.49293951085905,6.84150221649087,3.86256356461746,6.37595046182996,2.3421096935406,5.12107320530635,5.2151266065254,4.38696371508583,6.15752135874754,7.3359725316759,4.73433120338353,3.32389081726129,3.09698415692386,5.8697000567647,6.69580544926973,3.2756046676493,8.53197920966151,3.37363143166311,7.81424653203419,4.52322509787307,5.77965844139346,5.62633235125322,7.19743955659849,6.90885120864358,8.04548603375214,5.84567293547411,3.10790780709102,2.62582434529489,5.45724475430696,4.95826357057364,0.646215807802305,6.0232022751765,4.37695800927241,4.70351751751643,3.6630997661521,6.424203990113,4.44333118603655,4.59570603510744,2.66814165544887,4.12044746497714,6.39767869737922,8.24460584642924,5.87327426117782,5.16910487197568,1.13723935924718,6.01042149186778,3.82739719930577,3.74370343329477,6.25471716680411,2.68277132242524,3.47788389400363,4.02399069344011,4.9282290972268,3.89094772801216,4.89389814846592,3.86123717139388,1.34902380207622,4.57471741060992,4.57344095152371,5.14185884791851,3.78973274173333,5.97566209460685,2.94729492608975,4.29169580951935
4.45633120158786,7.20296260856133,6.66514034918962,9.89240564021427,4.59307867198638,5.54679015886308,3.60047374483833,8.23909976226491,2.98342418314855,3.57141094527349,4.29529795742655,4.14265760566492,3.73628709259404,3.70789848403562,2.72489947360329,4.20647041440104,5.96012864297135,10.6262053661939,4.02770214104904,4.14857347974939,8.13520569258972,4.14347367655497,7.47505281602245,3.93752058044936,8.00290714745159,4.29100686245483,5.28463603908175,6.1943124431578,4.78748961386235,8.1665074511313,5.07283818683773,1.05788908207876,0.605735186607077,3.28873459865166,4.95229606182153,9.51715405308732,6.26935656841657,5.37582223676938,7.29121308733978,3.70124601852715,6.31969079033347,2.17897351590433,5.65063620657053,5.86846113912507,4.54634161680442,6.91278483937585,7.65981317101162,4.12951516653706,3.64344452367158,3.61621002594671,6.46778797831079,8.0498702039789,2.75886439487749,8.18963348991092,3.8182253319527,8.47023143250249,4.5581680131604,5.63167815772069,6.12357135539961,7.68674149567313,7.42808379425252,8.81286603421988,6.58527865878712,2.90105665330098,2.53026764795563,5.33033729322674,4.86922571886055,1.00686317758873,6.79497701197442,4.22032829462746,5.23788685838472,2.72845376294508,5.80381747254842,5.00714790842465,4.86545394860733,3.40033241533302,3.55046891218774,6.62485835586732,8.34477993430934,6.49800452865285,6.18294062662583,0.728811763793974,6.19210811614556,4.13472205419193,3.57272062084569,6.49898209137018,2.77129112802423,3.38882269013346,4.21221097488504,5.34671542186039,4.43686127752641,4.91066134148562,3.97258024952995,1.54149614160066,4.35974249739562,5.09786455155807,5.93021686322616,4.62297043330391,6.32928326912274,2.93794003759065,4.17797125778732
3.85879558228776,8.30339504894653,7.1266078510258,10.086249301068,5.8855002080896,5.53835914160551,3.91821251661837,8.73833244279196,3.17279511220075,4.01447966926768,3.62551520068122,2.89056521892417,3.78723360978552,2.87668812605542,2.99424649788891,4.45333168010778,5.54667702990108,10.8814339352293,4.15590073450799,4.27438205954845,8.52516586756452,3.844953166499,8.42894273982646,4.67115581218884,7.93568760161039,4.46846994161441,5.00076703073811,6.05223974706436,4.98066327944391,8.48113754925154,6.20898956948418,1.84426843662972,0.501950808080175,3.10091902530525,5.23994804362378,9.15918510662791,7.02100478576024,6.27871083673477,7.29371184160213,4.03098745975538,5.63395653533808,2.81985697673516,6.12808839160538,6.14940557715893,4.4391303090599,8.20003793991899,8.15611169478403,4.06768454984617,3.29838452618951,3.76375879262548,6.55376199420671,8.45421412084021,2.69564789134966,7.25622899470911,3.77855351664924,8.65626776543593,4.47642462869058,6.16410456259331,6.69584141039214,8.61284742708033,7.32922176437446,9.76842818825509,6.59742199835253,2.5853718913428,3.25881228910996,4.9362874368688,4.09023595086785,1.81229714365578,7.64730791662929,3.93421892596673,5.21933288307632,2.43485126128634,5.23304697529509,5.10229246805366,5.23730667325165,3.9725320287259,3.14809523837196,6.87251323300693,8.75499043984617,7.32980457178854,7.11393122199421,0.630858752046917,6.60837514971785,4.40962764267631,3.48630305400261,6.09031506311339,2.54399540865411,3.52690963186875,4.63919659487387,5.56834465855366,4.24355765624933,5.39333060087919,3.69322757617172,1.77718734825249,3.68565999896406,5.4036470346573,6.24942343740544,5.58103005959457,6.82751017154945,3.32275110945992,4.07831156025376
4.56902254654323,8.43129767343681,8.19232315679154,10.1311755834387,6.32921717148422,5.85971961579365,4.33424332448477,9.46263717803186,3.38999636710694,4.29442360363076,3.14610478026836,2.6551496697269,4.38030355280141,3.04757435258514,3.09166732264038,4.0940471918402,5.1919115041749,10.9802949527507,4.30397103345332,4.15135641033212,8.76922882100462,4.09236880904838,8.99468542399562,4.57720357018209,7.99919663561111,4.73120262205049,4.23376861201788,5.74531243656717,5.07870905895299,7.76419226571202,6.69976834696342,2.58513560599923,0.0933290028948566,3.16307831554698,4.866676698475,8.45320742097455,7.22054215741898,7.32259539907213,7.08933608660138,4.01645822199203,5.01384549153637,2.52698706008311,6.45035734318604,6.58929662056298,4.87626495578256,9.28385653775806,8.96878589169227,3.92465782180644,2.71458421363916,4.45249344512682,6.34290254342068,8.2271896389297,2.27342178071193,6.64550377196461,3.71564241872758,8.74619909253309,5.02638895219235,5.66944401135514,7.02684216311343,9.2215062227536,6.96892185444875,10.6469374670414,6.37951673882885,2.42297887674731,3.87541523200485,4.77280991884177,3.60305025536322,2.49394661540431,7.40372196452138,4.14177447650903,5.11280006848973,2.6449611903868,5.22536363264939,5.0888449992661,4.82378993952934,3.65761406923633,3.1416059973886,7.07157164181678,8.61334209221693,7.42557103244862,7.86728090124311,1.12984840376317,7.22379324374767,4.64028786470925,3.59192726308595,6.02766768130258,1.77432837813425,3.58542203541178,4.87885809545565,5.73445036299407,3.94778746936648,5.25010533120108,3.49560604057031,2.0702864429726,3.08963916036048,5.85992836339135,5.62919440137821,5.71455976885511,6.2699198774284,3.71205733577454,3.27492291868434
4.96206272892016,8.88648440439931,8.39675312749777,9.91792338299902,6.4339640993213,7.33087308751724,4.95793362371031,8.63428938221525,3.39410183634922,4.39134547436649,2.86411253978752,2.46443906411077,4.52112925686214,3.00549751305772,3.66990399046136,4.09360847297909,4.38546503638235,11.2473187279763,4.59946649484883,4.54942418161423,8.38833164222196,3.84939876981044,9.05489529596675,4.9879749306033,7.79714645241017,4.94201647080069,3.83222729510811,5.5758858392026,5.41220199545183,7.05915108267727,7.27139172420829,2.87457707850254,0.656329112315122,4.07445879903343,5.12725103188689,7.98408482412391,7.24341184519749,7.89697484604163,6.38563899166008,3.87527775832525,5.08703209875696,2.99382589967836,6.19918214405936,7.09631482183157,5.13263583616509,9.56534665279716,9.30083193097748,3.61519990217474,2.99612916267549,5.03337419341634,6.92997717295629,7.30604124736558,2.05409456148157,5.98335732267506,3.91994530756575,8.57816280396688,5.75438116416063,5.47861310624777,8.17369580382341,9.04021980883565,7.08371503067949,10.9560871474123,6.33464557162535,2.4748680054924,3.6063854737251,4.67446540050462,3.19490220339003,2.98820752925023,6.89316650692502,4.87949507379249,4.81942370504574,3.05174361373189,5.66540849151596,4.84646554313811,5.32572719353507,4.03180699686523,3.10812452551922,6.85027917492038,8.68463667002137,7.45193396052063,8.13845662560719,1.6604435334995,7.39687342064116,4.4820134406001,3.83423321111451,5.62927437284932,2.0839428086964,3.55775465440095,5.73202019750249,6.18424223851965,4.06022209137094,5.03615190918379,3.4609953627985,2.70104498690372,3.2463374476159,5.26541756919503,6.08145450371691,5.93854085176432,6.14331921409187,4.16472401408758,3.1271598898658
