0.17444545,0.16945593,0.17374568,0.16316232,0.15680595,0.13216765,0.11820349,0.09870983,0.08830915,0.07296313,0.06650146,0.058181304
-1.4136243,-1.3812444,-1.2234526,-1.0904049,-0.97366714,-0.79674405,-0.639196,-0.46092534,-0.3855363,-0.33333346,-0.33531815,-0.3310973
-0.171661,-0.14994326,-0.13100268,-0.11678012,-0.10324788,-0.083296455,-0.07740435,-0.055217605,-0.04769568,-0.039923683,-0.040068932,-0.03878208
-0.0731629,-0.06387153,-0.050531216,-0.038419023,-0.030074183,-0.016624885,-0.012462005,-0.005923655,-0.006579781,-0.0069640344,-0.0104467925,-0.012194849
0.13042822,0.11449939,0.07880008,0.053269655,0.05187036,0.03654998,0.048097055,0.030807659,0.030414239,0.035451576,0.047273543,0.050286107
0.11062157,0.074091844,0.04165101,0.031086206,0.030207373,0.02227413,0.03232552,0.01979534,0.025664669,0.032694876,0.04372772,0.053560693
0.07800904,0.0760484,0.06331131,0.059186865,0.055188105,0.053305395,0.05225608,0.045957647,0.04319951,0.04077561,0.040922567,0.04205587
-0.15287967,-0.16063215,-0.14676335,-0.13187104,-0.12049342,-0.104770765,-0.0889357,-0.06415805,-0.050442353,-0.042446747,-0.04114055,-0.03782916
0.036334496,0.0031274594,-0.018329583,-0.02314874,-0.030169142,-0.046330526,-0.05727823,-0.06646164,-0.07318655,-0.0822771,-0.07617956,-0.07443522
0.45671663,0.43815267,0.39315176,0.36531407,0.34472921,0.29519585,0.2691995,0.21231693,0.18582043,0.13669533,0.124575436,0.105814755
-0.074251585,-0.075210676,-0.046146743,-0.03032209,-0.020455465,-0.008927651,0.0024730414,0.013589207,0.018174669,0.015457037,0.01092685,0.014107127
0.074002065,0.07104395,0.066492744,0.056805484,0.04772956,0.03354982,0.022641003,0.008118508,0.0031131739,-0.0020014215,-0.0010349611,-0.0015568547
0.14092495,0.14780246,0.15388669,0.15240093,0.14507571,0.12982184,0.11103919,0.084009014,0.06279626,0.0373172,0.024559949,0.010262493
-0.0144045465,-0.016197816,-0.024914458,-0.033797387,-0.04058657,-0.04410497,-0.048975598,-0.052524343,-0.049039457,-0.043270566,-0.036305305,-0.030448478
0.015153952,0.022451501,0.028941631,0.028432325,0.026407558,0.02448498,0.018049901,0.009483244,0.0018971385,-0.00820853,-0.011801609,-0.017013442
