,101_1_222_l_ho,101_2_222_l_ho,101_3_222_l_ho,101_4_222_l_ho,101_5_222_l_ho,101_6_222_l_ho,101_7_222_l_ho,101_8_222_l_ho,101_9_222_l_ho,101_10_222_l_ho,101_11_222_l_ho,101_12_222_l_ho,101_13_222_l_ho,101_14_222_l_ho,101_15_222_l_ho,101_16_222_l_ho,101_17_222_l_ho,101_18_222_l_ho,101_19_222_l_ho,101_20_222_l_ho,101_21_222_l_ho,101_22_222_l_ho,101_23_222_l_ho,101_24_222_l_ho,101_25_222_l_ho,101_26_222_l_ho,101_27_222_l_ho,101_28_222_l_ho,101_29_222_l_ho,101_30_222_l_ho,101_31_222_l_ho,101_32_222_l_ho,101_33_222_l_ho,101_34_222_l_ho,101_35_222_l_ho,101_36_222_l_ho,101_37_222_l_ho,101_38_222_l_ho,101_39_222_l_ho,101_40_222_l_ho,101_41_222_l_ho,101_42_222_l_ho,101_43_222_l_ho,101_44_222_l_ho,101_45_222_l_ho,101_46_222_l_ho,101_47_222_l_ho,101_48_222_l_ho,101_49_222_l_ho,101_50_222_l_ho,101_51_222_l_ho,101_52_222_l_ho,101_53_222_l_ho,101_54_222_l_ho,101_55_222_l_ho,101_56_222_l_ho,101_57_222_l_ho,101_58_222_l_ho,101_59_222_l_ho,101_60_222_l_ho,101_61_222_l_ho,101_62_222_l_ho,101_63_222_l_ho,101_64_222_l_ho,101_65_222_l_ho,101_66_222_l_ho,101_67_222_l_ho,101_68_222_l_ho,101_69_222_l_ho,101_70_222_l_ho,101_71_222_l_ho,101_72_222_l_ho,101_73_222_l_ho,101_74_222_l_ho,101_75_222_l_ho,101_76_222_l_ho,101_77_222_l_ho,101_78_222_l_ho,101_79_222_l_ho,101_80_222_l_ho,101_81_222_l_ho,101_82_222_l_ho,101_83_222_l_ho,101_84_222_l_ho,101_85_222_l_ho,101_86_222_l_ho,101_87_222_l_ho,101_88_222_l_ho,101_89_222_l_ho,101_90_222_l_ho,101_91_222_l_ho,101_92_222_l_ho,101_93_222_l_ho,101_94_222_l_ho,101_95_222_l_ho,101_96_222_l_ho,101_97_222_l_ho,101_98_222_l_ho,101_99_222_l_ho,101_100_222_l_ho,101_101_222_l_ho
0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1,4.12310794863593,3.60101868349085,2.63305643391055,4.19485848770997,3.9075261534738,4.27995162401048,4.06392811088258,3.94338715308045,4.09291982489173,4.96297457338642,4.82359392044026,4.99785584238082,3.57250107138346,4.39974809841928,4.7535717401515,4.93937483586138,4.13052496834424,3.52663313930389,4.62497722991064,5.28327661791127,4.84308733557561,3.28183553852793,2.52285918763903,4.74706941596159,3.46353978529714,4.00196298650007,5.34464572955715,4.18740721664478,3.57683879216717,4.10808039424269,4.51237560546977,3.49789011843687,4.05822090281188,3.71187876166276,4.31916446867974,3.5485093301072,4.49750278242769,4.09189049775425,3.9113218802007,5.23887989324432,4.38572339064714,3.19241386203345,4.84345516211217,3.56984871466686,4.13353493467805,4.75794426701502,4.82150036569987,2.75548666738276,4.63452199145745,3.56388671905365,3.15011153563695,3.41015509270504,4.14902989920951,4.50424218665892,4.99585668380174,6.10297611568115,4.52543724520265,4.27446696761372,3.73419638798281,3.72587321621809,3.98714959396792,3.62208770863208,3.98013447425769,3.67138632825645,4.77565473734624,2.92726849188714,4.51891270205939,3.92091746203265,3.44636700770199,4.48574215071623,4.11836372461608,3.76298444905775,4.33786211819256,4.63682156809409,3.88166728142363,4.32933116400355,3.9023843826106,4.87140540386133,4.52263827050477,4.65915514884794,4.03172704926203,3.81849066314052,3.87756397283815,3.58792130947127,4.46651035766339,4.39028728138423,3.97998199247488,4.3977922915377,3.85555353524883,3.15214911486382,3.91618069036653,4.25844950164421,3.44001207338914,4.48249806687387,3.79283025079551,4.96772524491064,2.64841766551705,3.63099839654848,4.89228907998791,5.15270299669195,4.95695168613167
2,4.4719138734536,3.49159038952839,2.28822923558275,4.02794697828525,4.63100029133836,4.65698011021441,4.58332563073309,3.78215989587525,4.28726167608073,5.2957879606762,4.64781919286519,5.46532276085274,4.37588445505396,4.07147692117469,5.69921044102113,5.34176842376988,3.96984720023795,2.47762533574824,5.13546912640113,6.16786670830633,5.2499262591536,3.33163082810172,1.83899931176756,5.0084923519125,3.2533965146037,4.71315595771524,5.42553378267525,4.31531429483598,4.12725619030071,3.60106010071642,6.03360689518627,4.20355992223947,4.16235550355963,4.49878752830952,5.00720284830429,2.36244237994465,4.24224516068835,4.4947891574632,5.0677557977037,5.55974998597169,4.26896300731115,2.67445884881724,6.29240405694139,3.23952340602415,4.58393097465592,5.14608833270526,4.41905753008406,2.88323014470409,4.46071716866101,2.97814205060252,2.97295306232007,3.13452672063643,3.35138480290541,5.13164641513039,5.8098982677081,7.07186186275408,3.13496040285,4.58513300837622,4.46539891863843,3.58907947014908,3.83318995140023,3.65101174170198,4.18587644472142,4.28900759909919,4.58344629029465,1.87756196089187,4.33274759696855,4.25794919497339,3.09768129229935,4.77569583993063,4.26230097153355,3.55450157486285,4.16203428015773,4.76025406406358,4.51312322369634,4.36848413902928,3.6063787616181,5.53518841669722,4.99406467931833,4.52790490909595,4.260762242443,4.62558783690485,4.19939007829788,3.85286262674109,4.12915860218701,3.61559170538964,4.90667377036871,4.33270595875053,4.38904372126824,3.02820156381768,3.57906824644187,5.11010815288552,3.09087492792777,3.85815414309378,3.53252675284502,5.3940469614696,2.18027750270442,2.95663761391596,5.25693313921846,6.4940414026712,6.13724949394396
3,4.02789621130598,3.14679762118398,2.0013134476783,4.30107488463765,5.02139130638232,5.51057158291021,4.94951132303843,3.76503497390822,4.62422915129403,4.62223147307753,5.60739261708421,5.79374843911088,5.0701179779733,3.86368408047104,5.94054139042806,4.82796130243326,4.07842122992823,2.25285187775119,5.11144385989105,6.53234043671669,5.05034286158611,4.04883322194227,1.60742651986214,5.30406479936219,2.76831462320429,5.91857540532053,4.6338775118217,4.08812856106689,3.96415099331698,3.82599468989671,6.97067855521877,3.96524165804965,3.87513091651909,4.54378530552003,5.94983195533592,2.70292187192349,4.12776976718345,4.48206211055794,5.03948201382891,6.77397052478372,4.44600975123262,2.80516426102382,6.1429076627779,3.70399317225574,4.20059561289659,4.70219386664172,3.91488265831644,3.57798403043191,4.46251227421418,3.02167220625169,2.89210063607277,2.7659513536738,3.07459423251554,5.21350034333859,6.15607104562672,8.28745800655656,3.45623484994076,5.9217287565441,4.24451980624754,3.06665978667501,3.69533909694005,3.39161011894963,3.6464448006187,4.66829147951811,3.67563621006906,2.6120831287754,4.59845523314985,4.69657442131709,4.22338139374913,5.40305779579519,5.04592954959384,3.07986389151641,2.9274703215148,5.25701410228457,3.8324156795742,3.77187869289351,3.56619247814345,5.64005165061598,4.78256630427248,4.7922472950521,5.52557913943681,6.48121244534923,3.40803382713541,3.41640447056562,4.47001421063655,2.56342012848078,5.56712377208697,4.78217031188019,5.08693368466868,3.7588158223117,3.23902944571288,5.19721840410395,3.13262285844599,4.80535082014537,4.68114536830824,4.88340370653865,2.11464485093003,2.96635892987031,5.49279402242433,7.38509383017105,7.18263004453852
4,4.42630436057616,3.27974263148104,2.00673024780075,3.93029673562102,5.90261391258797,6.28846692172273,5.06246638155667,3.44175178592247,4.53107702393495,3.97628394704241,5.44645558237478,5.8839105936455,5.51498635715171,3.5731426035075,6.82484172198687,5.48734386129527,5.00259159964233,1.28774533153977,5.77220063054796,7.01567818284363,5.39503833926539,4.69646331230844,2.1179606941474,5.99658225204554,2.55539992926011,6.72715548917072,4.44190979787347,4.44206349983227,3.85814456823285,3.98960824536047,7.9297201923558,5.14451224282987,3.29520774419296,5.08934816443539,6.84041752106332,3.43314571651562,3.87799848896366,4.71326285327649,4.97777975018698,7.52928184899979,3.93569984096035,3.35568587888708,6.64222751508695,4.22832474398763,4.10039219978567,5.14904362497543,4.25840990643677,4.46599317184162,3.78390156635341,2.67746556370738,2.81884601793957,2.97677530544311,3.49023874872055,4.6218878001736,6.15489132951726,9.3616155468305,3.75232550585879,6.97517893120377,4.61386930541381,2.51602172523066,3.22095792862241,3.59623327984173,3.46193228431266,4.52457190145579,2.83136448482652,3.04220338344307,4.28296747277644,5.31234552525455,6.05392548048173,5.67255242753785,4.87184232001765,3.49405063356539,2.77802624323079,5.17709342597867,3.80347628600637,4.17407473051869,3.7955434515583,5.6832882260334,4.85329725157179,4.39766624053146,6.84059549177576,7.4428818644232,3.3463697435874,3.51993715417467,3.90644476029274,2.38440614401535,5.40460367485511,5.3722696322056,5.37542396999859,3.43747325412381,2.91062316371734,5.83665854883082,2.69099324979086,3.920360682772,4.85807374284388,4.41063071813712,1.45561029738465,2.6890773604444,5.45596859318809,7.92433319296711,8.57046152389247
5,4.09341243111064,3.84774231619322,2.31369355055462,4.85962265355687,6.72885228564418,6.82475893955896,5.32373449198548,2.78052498655332,4.10030986232424,3.74046061754374,5.31293093769565,6.28474082716664,5.64863441462398,4.34238065500094,7.75793047741592,6.07112420266619,6.14944005920941,1.07754261156427,5.89175477405382,7.0814470605584,5.97685220140438,5.08878578598552,2.70030382450441,6.47538687713212,2.42700279684016,7.28728822650521,4.00387119653635,4.42224065368647,4.07580657410947,4.07103018221149,8.42846339079524,6.00328396014792,3.33831471190443,5.4294149083804,7.70423956686023,3.40527089032272,3.69521326164714,4.39879293832158,4.61080307655695,7.66063689840721,3.95104598921542,3.58171217754395,6.14007372160277,4.38516860237767,4.4455734472241,5.17319260566298,3.51925254602268,6.01454774372888,3.33338859099373,2.79583034336895,1.85022541493955,2.72504374692524,4.19230680289192,4.22806829716166,5.65631611484944,9.99722252109362,4.41237617979739,7.65497998060214,4.8581863870651,1.78137117139664,3.1427497283003,3.66008108327817,3.10551463915255,3.83208357008332,2.27172653934116,3.98838306580845,4.34656977452454,5.88293227636634,7.34568413568251,5.14101742709846,4.6894750293833,3.55250610511795,3.07382918037101,5.19418660173572,3.4250728532435,3.21913507613609,3.96889852039121,5.79023122054418,5.51497885580725,4.63566848524774,8.36241644156184,8.6710315306906,3.90037263084159,2.96390127675893,3.5530863294429,2.87010017508701,5.86820980432111,5.35788164967171,5.28085896073649,3.22833087252111,2.92728986111116,6.23496663674742,3.16338450934567,4.51718998339273,5.67737259605543,4.11834839223848,2.31409290315032,3.03620403401572,5.96576445292129,7.87051682197698,9.90369238265678
6,3.64405427251232,3.75335392947937,2.95485840649283,4.95167988794044,7.5525563428232,6.69122975962829,5.42082199728491,2.37251525498483,3.4074991429396,3.62023731336371,5.25152822592149,6.23511815123222,5.9493446895268,4.6306595597361,8.5004926947646,5.83504230867107,6.68339511355136,0.972797562167417,6.09713976717593,7.14678012193343,6.17973059397199,5.70902592681858,2.83816139221324,7.34021326986395,2.14224669726687,7.48943132375251,4.73417413171781,5.12082403671843,4.41523374544654,4.47292263658641,8.80440798733034,6.68349257728007,3.4280518349218,6.12983230164967,8.38153192953471,3.63141036978818,3.13767053815622,3.31124297592616,3.98003889944848,8.03563807955368,3.8715845779377,3.94958103803493,6.98062483859345,5.29122370799744,4.00480525159073,4.69358476305499,2.98157552937375,6.59859992467982,2.84456558245886,2.82664400765361,1.66104879023045,3.26773861208722,3.67689126329552,3.71839821628521,4.901674271082,10.4469120267495,5.02229678983316,7.46952161613804,4.90481254966804,1.59608859774763,3.28849107553247,3.84441954275368,2.77802811096631,3.72117117083047,1.92276175657404,4.46502436011484,3.8270566476492,6.74590083712311,7.96103965377733,4.71170942608851,4.80141134126536,3.91404995188685,4.09724308535747,4.46624081293247,3.80968017940673,3.24383919514966,3.962107490232,5.33775219161696,6.12523055211312,4.25758171277263,9.25448237992179,9.67812227973675,4.14852334501227,3.05577022693054,3.7721200788271,3.47355261760999,5.53312545128967,5.76851081115573,5.24518581973803,3.00730687779884,2.84022910835059,6.89412668522626,3.10221995962779,4.65541504609291,5.43162187326285,3.89188262867126,3.33422694586202,2.81731923735166,6.37628077534749,7.77943844945522,10.2033746786435
7,3.34046131058722,3.99341756963947,3.42418222497641,5.69320666041768,8.50128992585416,6.65811617897939,4.94063232803588,2.6500764867014,3.12449322103856,3.64792778300422,4.7590490308304,6.15945024239971,6.28494998109117,5.05149938156335,9.51655711172375,5.72383017229991,6.75014354114563,1.3692822337083,7.07050019341951,6.66941451793342,5.81780458624282,6.32942660371975,3.02951137067066,7.37175731719463,1.97816266094903,7.75661517836445,4.61030926355294,4.9636645199772,4.7247551516339,4.99368892390635,8.72071856885382,7.16069001006168,3.38873352086933,6.3459271956127,8.67032115899356,3.22092512098362,2.66520407610596,2.94178774017611,3.33240105550861,8.35475181025838,4.24149727501747,4.50610545653375,6.64634024747834,6.40133908129895,4.06698502424357,4.62350050049518,1.82673230772987,7.43721785332733,2.65237459152288,3.20099194480582,1.27543292164908,3.80282686561678,3.94719717677808,2.89231956492686,4.34752448482831,10.8711880847704,5.54248556839923,7.42876147932988,5.23646702387243,1.76710957638093,3.38578047086146,4.29382240101969,2.58070246839065,3.47218621179262,1.30268484847851,5.1934536170593,3.12407168525596,6.95353986130426,9.23611397503518,4.7188386827563,4.58668192850033,4.26421453164811,4.59102848934169,3.57830217330755,3.75079196935111,3.57231443281405,4.76998119285364,4.7934073746213,6.1914003839338,3.86849235644445,9.52791020715543,11.230273308436,3.65672476582395,3.68194331474872,3.97779446599818,3.80050562198134,4.78820027214346,5.83946380698247,5.05428250810142,3.05807031042236,2.08350872906354,7.30327791951267,3.33313459061723,5.23211050325393,5.00000907361071,3.04452088111167,4.46984985033582,3.20085704697374,6.75049684663206,7.40394522871343,10.3781178004833
8,2.72291647664707,4.12214654095082,3.9516077022498,6.23679997345925,8.61396851665288,5.87627233921592,4.63124550115946,2.70687843972483,3.15808819341921,3.75191573091952,5.36303400948677,6.21982337771825,7.0280549501969,5.83639862755536,9.73943802841626,5.80363356716269,6.71897569492504,1.97087756498024,8.00024438004443,6.09758291819863,5.00131375965219,7.51457279389349,3.398336906662,6.85800579912473,1.80250939746463,7.84575042883735,4.96288711902818,4.89906748735078,5.35880059558248,5.13491474744052,8.1003634726755,6.92023585432563,3.38420280245959,6.16449857426749,9.39776060124718,2.77881753953176,2.27695745650396,2.06520274217115,3.24406061312888,8.8009574920199,4.58368396365336,4.54036260821718,6.95878741624531,7.28749017644197,3.22474053268015,4.79440250682494,0.938410952136953,7.17885082756146,2.0005726655415,3.07360112463752,1.67437240876153,4.40086108657518,3.62198755117739,2.78527551975373,3.91443221938397,10.8693360110899,6.00706978520974,7.08718083385029,4.51806203734337,2.00363820091534,3.80894050000618,5.04412716199684,2.57525573657022,3.1221463280679,0.821278604404228,5.27459223337649,2.65486462001688,7.46311370681299,9.32939675282366,4.38849236230121,5.19751661166324,4.88276937315822,4.94060817062902,3.02041642363065,4.17756816331444,3.29809873290939,4.55259491115513,4.75125689380786,5.93231897730207,3.84641952763685,9.70141562448773,11.9105879440725,3.96750762775974,3.70117621344424,4.36646532338639,4.06978347159704,4.0867662506173,5.59965175197089,4.45993408006324,3.1248576016308,1.71529260924641,7.25387782921438,3.5736945536704,5.92935380461037,4.18961036080898,2.99303001742271,4.59152815551074,3.25390604774176,7.01292185677893,6.95436754868578,9.74286921197052
9,2.63095991174076,4.04779615014074,3.94786877713736,5.78908384531273,9.04731957460471,5.21672732337996,4.19946830239172,2.82387466322297,3.25803627819101,3.51729093073553,5.29870294193486,6.53863753351336,7.54488318194789,6.18237119665819,10.0110145336876,6.16663305934874,6.79840398324892,2.16272989920212,8.39628453755304,4.75514573552621,4.80530338761362,8.27169427847416,3.87735333920804,6.65378301068239,2.10323563248336,8.18396958403744,5.04612527249057,4.85847399175089,5.28018342352594,5.47696618356986,7.22948515178159,7.06204878571746,2.97466056220095,6.20965886301864,8.54028245284026,2.27626367148153,1.75607460894173,2.01901748227968,3.35592276660505,9.26901714006306,4.27670900453138,4.40704130225978,6.90723101387567,8.15953993149441,3.00270133032271,4.84892592226718,1.00335649777293,6.88059109155646,1.43693641382745,3.44134158601726,2.28375135929197,4.45640089821076,3.39931427058521,2.47936477218827,3.85439927792012,10.3336511897214,5.9997189120877,6.69200074721389,4.32684050092718,3.17220778882412,3.77696535636704,5.51922931347423,3.47901030652123,3.17180689912836,1.08209832748798,5.21648007314171,2.88596793897441,7.25170446116615,9.55576295786427,4.37310002974542,5.94972103005652,5.50313760648356,4.83170338556391,2.89516873373453,4.20373497129957,2.8872967974399,4.24487992614284,4.69906390033126,5.43533723263259,3.93761895655576,9.64743643080712,12.5826012843402,3.31591448308127,4.52227946805457,3.99231668007459,3.82143286512419,3.35971454726875,6.00231050769086,4.13914754564299,3.31488551170281,0.757460924721251,6.64557830797136,4.10883733526315,5.79314646700127,4.21373304013764,2.30483545552226,4.52458072859001,3.65815475734385,6.65422121682301,7.01492746121912,9.34249839246062
