101_1_60_l_he,101_2_60_l_he,101_3_60_l_he,101_4_60_l_he,101_5_60_l_he,101_6_60_l_he,101_7_60_l_he,101_8_60_l_he,101_9_60_l_he,101_10_60_l_he,101_11_60_l_he,101_12_60_l_he,101_13_60_l_he,101_14_60_l_he,101_15_60_l_he,101_16_60_l_he,101_17_60_l_he,101_18_60_l_he,101_19_60_l_he,101_20_60_l_he,101_21_60_l_he,101_22_60_l_he,101_23_60_l_he,101_24_60_l_he,101_25_60_l_he,101_26_60_l_he,101_27_60_l_he,101_28_60_l_he,101_29_60_l_he,101_30_60_l_he,101_31_60_l_he,101_32_60_l_he,101_33_60_l_he,101_34_60_l_he,101_35_60_l_he,101_36_60_l_he,101_37_60_l_he,101_38_60_l_he,101_39_60_l_he,101_40_60_l_he,101_41_60_l_he,101_42_60_l_he,101_43_60_l_he,101_44_60_l_he,101_45_60_l_he,101_46_60_l_he,101_47_60_l_he,101_48_60_l_he,101_49_60_l_he,101_50_60_l_he,101_51_60_l_he,101_52_60_l_he,101_53_60_l_he,101_54_60_l_he,101_55_60_l_he,101_56_60_l_he,101_57_60_l_he,101_58_60_l_he,101_59_60_l_he,101_60_60_l_he,101_61_60_l_he,101_62_60_l_he,101_63_60_l_he,101_64_60_l_he,101_65_60_l_he,101_66_60_l_he,101_67_60_l_he,101_68_60_l_he,101_69_60_l_he,101_70_60_l_he,101_71_60_l_he,101_72_60_l_he,101_73_60_l_he,101_74_60_l_he,101_75_60_l_he,101_76_60_l_he,101_77_60_l_he,101_78_60_l_he,101_79_60_l_he,101_80_60_l_he,101_81_60_l_he,101_82_60_l_he,101_83_60_l_he,101_84_60_l_he,101_85_60_l_he,101_86_60_l_he,101_87_60_l_he,101_88_60_l_he,101_89_60_l_he,101_90_60_l_he,101_91_60_l_he,101_92_60_l_he,101_93_60_l_he,101_94_60_l_he,101_95_60_l_he,101_96_60_l_he,101_97_60_l_he,101_98_60_l_he,101_99_60_l_he,101_100_60_l_he,101_101_60_l_he
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3.48578117485281,3.07804601668663,3.99819515816377,3.73699223473433,4.06642728400678,4.51147916609698,3.37739756438747,3.952543924567,3.327666832194,3.79151839260377,5.78160472068583,4.12626114061489,3.09254132819399,4.53371738936352,2.25105117694814,3.02945850136564,3.8156911461862,4.23680412561498,2.98515283194797,3.89432022899006,3.81799246636864,3.66772292840346,3.66635044532013,4.08349194251094,4.62361747666606,3.93566684833092,4.83972841914364,4.84829792714695,3.43068220942594,4.22662189107854,5.14664085263833,4.24814211532218,3.94903309602323,2.82902533048059,3.15005378241249,2.72318334523666,4.00129976108099,3.40970898164485,3.66351341760618,5.62101323159377,5.14732173886601,2.893199862278,4.55437755293731,5.47018385934547,4.59218185256075,3.98132659825018,5.94781750827518,4.35102519845183,4.61393832730566,3.89343089747249,2.90283825735782,3.53665529846066,3.7683102729835,4.57106404246721,4.08860987282962,4.55596596171568,2.65815154279117,5.18362577157788,4.42789831746518,6.27955837538922,4.54086119898781,3.72644219033684,4.0320343486942,2.38491063711439,3.7006972068462,4.62305676019396,3.6204192778238,4.1222267781747,4.58902721067188,4.05606681204723,5.36321140415265,2.84384583653442,4.36051644902061,4.78618923069782,4.87123153160859,4.66643906236154,3.51003925288776,3.75389315381449,4.91827689643895,5.33633589514755,3.50060955390107,3.33428971602358,4.49601856200531,3.94018435639053,2.16440737502305,5.11427396308116,4.29139302791943,4.2515085365071,4.37336268228735,3.69050720895616,4.41073148116034,3.06944345231017,3.9013756125309,3.68360810151317,3.61477496547848,4.37840699951917,5.60982015413508,3.17357240729336,3.50014208132793,3.94866409604495,3.36579538973943
4.01158878901077,2.63140549453049,4.82037455012716,4.17026361576191,5.46669188412063,4.42725024527012,3.49706358853431,4.41505879842856,3.39733662575365,4.86202560489563,6.13862546838925,4.06793855028907,2.41862162680323,4.8966270005231,1.51556901650966,2.54780840635158,4.49935093593805,4.9718995974813,2.46014989636377,4.45341189949023,4.43236855502672,4.35113382518211,3.14004617468783,4.01272916966276,5.20340739000612,2.9706495320564,4.67133397522056,4.96608387245261,3.03282629533268,4.66657464148302,5.49361609223341,3.82763753020904,3.90661295261473,2.66825339414541,2.48577724652691,2.67576580798284,4.8026746520404,3.22920150829918,3.72619855674416,6.54974381062223,5.31695744670921,1.45798893717429,4.80739940855404,5.93823429208561,5.2088208204142,4.26284827155099,7.44406247326366,6.15891367422702,4.9669090184668,3.69335715271863,2.4996903758058,3.89821509368291,4.82535094610095,4.43720605617373,4.47518551229724,5.52050900600344,2.37766706932585,5.27687366199839,3.83223533176839,6.97215817491142,5.54153622683487,3.31644217813622,4.8324961361525,2.03720556899535,3.58430345689246,4.61225416103415,4.09458632213578,3.8450577019103,5.18815844170909,4.10723566288412,5.02331518280802,3.15085547563867,4.9042893415317,5.83756023901123,5.65424890330648,5.97343968267769,2.45727783259817,4.70759024625293,5.89360884621348,5.77079359296169,4.39938542558768,3.49907291977245,5.38737722193155,3.93519424251425,1.32170970130637,6.30206181422814,4.97453017588692,4.38716668785505,5.06377719655328,4.1084027258767,4.73595752089874,2.85962403283982,4.10333173396681,4.19865153678864,3.58912367909154,4.9509362589827,6.58401079782844,3.75408748410564,4.18202677860839,3.67490876781653,2.69811015601075
4.61266416224246,2.29229419282142,4.56718159873167,5.07481167180288,6.08509269325355,4.60405540163946,3.55540509425261,4.73084964129833,3.67934530885827,5.55739457422339,6.87564006380359,4.42722208173396,3.03202349420063,4.7303931881319,1.71088423446957,2.04061432926368,4.1418067845001,6.5650759074577,2.89847381348974,4.17095682422543,4.6158069176018,3.58651953886213,2.60764063922107,3.24430301026045,5.75532703667951,1.80223503078944,4.12066179938071,5.26931990945911,2.74793838712961,5.38372669186009,6.46710371048577,3.30198318433186,3.54376266552375,2.47731909499384,2.27848118230641,3.29165703705592,5.76018045996691,3.60984811655018,4.51851610767353,6.67965480822582,5.50518995282175,0.438981580479678,5.40607377974085,6.4984014745717,4.4545481640115,4.0712908571683,8.09706824184246,7.75694039057032,4.50274681187019,3.90241881029282,3.11260118125358,4.57860911680864,4.61110022627842,5.06016522558771,4.48855718479007,6.12074611598367,2.88689692858014,5.04510716285271,4.48133336003015,7.7406574643488,6.28611230768998,4.84377752287294,4.03233534645063,2.31222262503007,4.15763350142666,4.6439669662179,5.07868452104824,4.4545601474837,5.78943085866424,4.99686847920315,4.71415051026712,3.48242909431761,4.71687412970999,7.68835774000317,6.39856459433052,5.89249259341887,2.50701684222826,5.16329031913045,6.61431059759267,5.5881748216598,5.12856649238339,3.68720238946647,6.13241272924399,4.57291951277885,1.27834658240538,6.82372477254982,5.29569979450596,4.93185882290628,4.98575052303696,4.41331553304691,5.06389688462299,2.54116942545142,4.67398805922549,4.88527546306659,4.39751379337543,4.69610749888946,6.56780088691302,3.21606045862495,3.99358525173127,3.21451989942579,2.81921570397384
4.77707540419683,1.94491788131177,4.24897850032531,5.45282593985815,6.96233888719868,4.34428371548465,3.9617261689954,4.70981404164615,3.94785731689702,5.66331110114997,7.40643580571995,4.33546963261455,3.09350788305704,4.34340740832271,2.24134825322429,2.08732110398831,5.40202714126045,7.29921737724292,3.46940831703517,4.04079886685801,5.01535411392832,3.64117275868137,2.90752432780787,2.85281648397812,6.03548691086822,1.39926476185247,4.35063901710593,5.72528439273814,3.06694090023803,6.17846921746158,6.97850286154919,2.73361750222542,3.66720332917944,2.27650174752212,1.44858133515238,3.73013598114565,6.97972037272649,4.24644308866555,5.12948599566354,7.24683396586269,5.57736660542706,0.081219987537672,5.32384815653561,6.19794385085537,4.40746070734543,3.83165863459161,9.38298975018036,8.55914402170513,4.08393634224571,4.03983511234933,4.5428572273832,4.85454804287029,5.55650799173368,5.56982467620793,4.62527303709562,6.38690709381158,2.76161122474433,4.61851855200736,4.62504985600372,7.48121959793121,7.12979564127522,5.4933092783573,3.34237051836523,2.18566661508306,4.22955796502631,4.33946989533774,5.93188899844844,5.06819563849654,6.20552002049403,5.59673060164634,4.55850424405551,3.71535660194446,5.46253399542272,8.94774807605129,6.84763379801892,5.61826713241435,3.0164496199001,4.95005876343026,7.13637557835688,5.98437827529115,5.22872301258498,4.18527570160607,6.68089132404099,5.35129158952679,1.5420668659477,6.70254037875578,4.82960227413832,5.42014788241991,4.64545355274856,4.85235080257897,5.10199424649183,1.83564363193173,5.15624217966981,6.21519527040711,3.88654485631969,5.01583635957744,6.7028700595655,3.69452514776426,4.37869160578745,2.51789025283765,2.66708735568018
4.84114858905189,1.6839405467803,3.66795049919741,6.43329245056931,6.89906658368407,4.44069562861169,4.80640647219751,4.71336407917777,3.30838824002001,5.75181221144169,7.42044070401707,4.56741089534939,4.21904211690592,3.98743417971207,2.90644852589849,2.12795250060218,5.64690651521522,8.43800751452754,3.74264909519993,3.1496670414487,4.8602183460388,3.33210267274369,2.54675027864616,2.10818048150849,6.8564244084263,1.4959794184373,4.86039637484947,6.09713973728152,2.85609509160357,6.90820881476206,6.40710913115065,2.38460318712617,3.79503479032368,1.95752396326777,1.05311595186875,4.22654105054813,8.52683425152967,4.57853414107616,5.40322989970852,7.06467149967291,5.42027967690542,0.699711063128817,6.21825117380198,6.25345096417618,4.16172620031075,3.93413864846485,9.16002624624834,8.80411343106456,4.63942243356436,4.99657699569667,5.11618661279985,5.3516189728175,5.61340417701633,5.47361987473301,4.16396703988305,7.04421789955638,3.32092672647397,5.34038477884531,4.01078828670623,7.25956049140994,7.62942492710594,6.7357743160754,3.00720709208696,2.14590675590282,4.98636433783401,3.73372642744806,6.21354009480446,5.83681836319048,6.22146782431126,5.83811544221501,4.00483748700065,3.7185517058769,5.58476546955788,10.4750889738367,7.64589230695159,5.5939607561572,2.84371918868275,4.46663028746459,7.72036464660872,5.35513338802617,5.18470833726519,4.42975465704162,6.18934066374372,6.88573069757854,1.96817854084734,7.15943434491202,4.79335168527265,5.97512426568697,4.21927272504057,5.09962284827689,5.04574380388103,1.89383258957958,6.28386897598852,6.72330316125182,4.19274387405568,5.06471910262954,6.47218075407046,3.09452797807247,4.03471704866149,1.97561083356988,2.83161129594387
4.82172756398856,1.75645183367111,3.67407099543466,7.35298365667249,6.8950156441845,4.92660182285967,5.24629031953614,4.61639922294117,3.46684272972546,6.01322502742506,6.76184266363645,5.05898981387559,4.19001292093455,3.93771900052714,3.93287212595962,1.9328148305346,6.74306597468818,8.74170392808598,4.24911378258269,2.7071015750925,4.93361597233637,3.00775738365626,1.90012716433266,2.45808343947393,7.50435044773766,1.9898518267198,5.04370496823823,6.60371261173382,3.10231512077131,7.56758453858508,6.32776173374658,1.53593429873655,3.65137172710416,1.57053908776137,1.44508912950224,5.3127056433266,9.62005514290028,4.52960781009293,5.29823154351334,6.34192799320758,5.64499035940257,0.841600902196937,6.79143177127503,5.38408453443564,4.04250158568176,3.27331960928265,9.10311135583965,9.75416372739475,4.62810811354957,5.5626436215473,5.94642828055253,5.95312105248503,6.06643549474855,5.29626321674318,4.38637996240338,7.25093738359752,4.57586485359621,5.81598382108597,3.2960691853441,7.33821237531503,7.97652816372477,7.02804991278861,2.01106904385178,1.89036345900961,5.37690397685716,3.23338474671481,6.73172411147867,6.25191011345337,5.96691129760617,5.94566095077804,3.60781344258156,4.04232438402875,5.13721898310721,10.7942088771647,7.70600370579861,5.3524938718176,3.22779966015072,3.93454713558151,7.47666557224091,4.81323804704635,5.18250402110415,4.78022353032421,6.29192520942088,7.27946425309349,2.88716025072231,7.73281921738235,5.19689347289586,7.01708362722954,3.65500241824421,5.9447178403132,5.22865114638432,1.66102805488606,7.40120578126696,7.14357284953647,4.27668163859581,4.95013015393064,6.41491267991568,2.89843424276688,3.86107343429752,1.55397978119666,3.06868806410958
5.18122297222755,1.90293024958469,3.00969176097797,7.77294877647656,6.64231003694661,5.06114699556309,5.83349000532315,4.86341143522629,3.27984421093695,6.2619758052151,5.84440206612182,6.12446389441265,4.69818327625835,3.69450207327346,5.20094412539006,2.82601386327271,6.67327627439093,9.41568688342024,5.06103772841524,2.36081369955184,4.90884479885464,2.71911089032062,1.10877735304953,1.68236403962032,7.5134636705562,2.67920368411025,5.18513601265953,5.73162674884889,3.74527561768327,8.1499840860029,5.26874799946464,1.45783762851227,3.62974142471709,1.53107236743947,1.38826191230387,5.8055386079126,10.2769286028741,4.91451774818751,5.24634526536127,5.59006936698976,5.47834582888805,1.67037971355869,7.02815027180256,4.29625514889635,4.04656314291525,2.28426136026064,8.59331255581885,10.0660052301657,4.67261346017777,6.11767378056344,5.98225992536127,5.96849068431534,5.86886863899534,4.9938551603146,4.8767072900224,7.17521771153278,5.48314333974886,5.92581252354175,2.87720073554116,6.60493415894152,8.27049453081936,6.85656843362865,1.00838420985326,2.4399403281757,5.66246418686477,3.07694038732944,7.04693444118004,6.18086303169082,5.52251950296808,6.74627081991632,3.25411148728715,4.80512531255147,4.23120351990802,12.1721153576513,7.3386744402128,5.6876618766083,3.41189221232129,3.31209121749975,7.41008430126878,4.67248986454118,5.37444489652668,5.07287081608868,6.32419414487999,7.91516027948868,3.56230278336962,8.36302047952135,5.04790247376745,7.60505846608008,3.71877916022132,6.9154466592592,6.08691127195487,2.19816655817971,8.56074944712321,7.86812016298785,4.71635555461703,4.57897470010946,5.71706456106679,2.14999825904311,3.39178917119555,1.39140118171625,3.88874234373172
5.11838802301126,1.62304802445773,3.209426234409,8.83068986946519,6.37292121140166,5.4231850986157,6.65152157061304,4.88661577427588,3.65865865204583,6.4221743358855,5.08188134700911,6.75263987751484,4.127059215159,3.56995019378845,5.46325539853798,2.76404539509206,6.72130369197501,9.67405605797162,5.98217229246679,2.28025166195617,5.21450266986633,2.59339469932246,0.605502012187557,1.1188723936323,6.93862576277384,3.65251623635013,5.48434522567865,5.75873707407555,4.68953223710643,8.35643399655077,4.58778359680959,0.89499046128291,3.8534375340774,1.07937213700463,1.39255088734877,6.04084119221298,10.6081881728893,5.07720459467894,5.2161190918381,4.76046364521436,5.30181086613046,2.32056915696081,6.77523113308425,3.91807053714419,4.2584394335491,1.61458452289,8.25943452856758,10.0222997713565,4.020463161066,6.42193052085973,5.95869861125892,6.1371996251825,6.10232919439841,4.92992214762197,5.36044869200421,7.1983823346292,6.45735032820584,6.10520084766142,2.69488179702174,5.92592891117993,8.38128334223932,6.76789364266396,1.28077295416687,2.95785922315597,5.20873153305687,3.3299990791405,7.53604837565572,6.45917664179496,4.96924941530172,7.29781284080609,2.98870258870651,5.33023059784417,3.72312378502749,12.65676346607,6.56676111906744,5.64565364179093,3.87072021762573,3.28599409229363,7.70283506612296,4.49689159879839,5.88836746003139,5.03385270398023,7.23866700580048,8.04605807452674,3.84107869097807,9.35583435635603,5.71793719391493,7.68819877421692,3.35438140565004,7.23536214454589,5.71110129897832,2.57682788416035,9.29594384632174,8.134784669296,5.19672484957813,4.67042555676354,4.82029149687984,1.43738064286807,2.97421226051828,1.04113296878665,4.1292265085856
5.56587690979634,1.99714441028362,4.06910372550034,9.33637269132209,6.5080033747739,5.71393674096531,7.43757606466257,5.13236761867057,4.03052927845997,6.41046177933422,4.37096960325119,7.1792462336995,4.01436851774064,3.96791830486691,6.0819633944285,3.03590656598094,6.74564277855901,9.94662492274983,6.55223048246711,2.93722068474785,5.79437361885401,2.57383185604915,0.667101812450873,1.01842918472805,6.05381258141002,4.07884225922111,5.42072881755258,5.2265639687865,4.99001069362882,8.55276621910185,4.55170337950093,0.672622633478786,3.91932232078105,1.0444917153188,1.56820863040096,5.9896410752203,10.3859549227819,5.6860966340162,4.90986578290133,3.93358813193182,4.8586704058798,2.52635849918155,5.92463695353374,4.15172765556564,4.1938010080658,0.828981172416462,8.22381293841327,9.72040327344588,3.6304919369918,6.25483709043157,5.66563733020891,5.96267115682976,6.31448995244534,5.23278189658758,5.52024344496312,7.6890282681249,7.373077853798,5.97301068770681,2.469301336727,5.2929940459011,8.61390173267011,6.26946924874034,1.17658509982691,3.59866098915386,5.07836015413544,3.84161389850644,8.11023920771434,6.13011114731196,4.53394965192388,7.39634156496394,2.89585275780158,5.97318613748824,3.52501640514181,13.2216992847159,5.9500314808995,6.35414305385232,4.57819663883474,2.88285418332388,7.6875306227333,5.00275082330703,6.03329214966617,5.39740828201502,7.44232607417408,8.23130713743934,3.84707855832554,9.44151570611356,5.87349328240102,8.00487627361924,2.9132951318662,7.83504438220668,5.8680481747012,2.48298612989599,10.4339731543104,7.79438920575759,5.59407135226881,4.44548910253204,4.42804338090336,1.38534558245035,3.11503384665655,1.10881124285528,4.25506660691513
