,101_1_60_l_ho,101_2_60_l_ho,101_3_60_l_ho,101_4_60_l_ho,101_5_60_l_ho,101_6_60_l_ho,101_7_60_l_ho,101_8_60_l_ho,101_9_60_l_ho,101_10_60_l_ho,101_11_60_l_ho,101_12_60_l_ho,101_13_60_l_ho,101_14_60_l_ho,101_15_60_l_ho,101_16_60_l_ho,101_17_60_l_ho,101_18_60_l_ho,101_19_60_l_ho,101_20_60_l_ho,101_21_60_l_ho,101_22_60_l_ho,101_23_60_l_ho,101_24_60_l_ho,101_25_60_l_ho,101_26_60_l_ho,101_27_60_l_ho,101_28_60_l_ho,101_29_60_l_ho,101_30_60_l_ho,101_31_60_l_ho,101_32_60_l_ho,101_33_60_l_ho,101_34_60_l_ho,101_35_60_l_ho,101_36_60_l_ho,101_37_60_l_ho,101_38_60_l_ho,101_39_60_l_ho,101_40_60_l_ho,101_41_60_l_ho,101_42_60_l_ho,101_43_60_l_ho,101_44_60_l_ho,101_45_60_l_ho,101_46_60_l_ho,101_47_60_l_ho,101_48_60_l_ho,101_49_60_l_ho,101_50_60_l_ho,101_51_60_l_ho,101_52_60_l_ho,101_53_60_l_ho,101_54_60_l_ho,101_55_60_l_ho,101_56_60_l_ho,101_57_60_l_ho,101_58_60_l_ho,101_59_60_l_ho,101_60_60_l_ho,101_61_60_l_ho,101_62_60_l_ho,101_63_60_l_ho,101_64_60_l_ho,101_65_60_l_ho,101_66_60_l_ho,101_67_60_l_ho,101_68_60_l_ho,101_69_60_l_ho,101_70_60_l_ho,101_71_60_l_ho,101_72_60_l_ho,101_73_60_l_ho,101_74_60_l_ho,101_75_60_l_ho,101_76_60_l_ho,101_77_60_l_ho,101_78_60_l_ho,101_79_60_l_ho,101_80_60_l_ho,101_81_60_l_ho,101_82_60_l_ho,101_83_60_l_ho,101_84_60_l_ho,101_85_60_l_ho,101_86_60_l_ho,101_87_60_l_ho,101_88_60_l_ho,101_89_60_l_ho,101_90_60_l_ho,101_91_60_l_ho,101_92_60_l_ho,101_93_60_l_ho,101_94_60_l_ho,101_95_60_l_ho,101_96_60_l_ho,101_97_60_l_ho,101_98_60_l_ho,101_99_60_l_ho,101_100_60_l_ho,101_101_60_l_ho
0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1,4.39849046089853,2.87611532192028,4.26286837228074,4.84802475412439,3.31422475936055,3.9150037416104,3.45545580400537,3.65638476306421,3.78398478488107,5.04233036579875,3.08908328135826,4.81756326667059,5.39383689998445,3.62076260097143,4.3454322618166,3.08472735220777,2.95113175989375,4.72534614072202,4.56511699458546,4.00153682901266,3.03704535233751,4.17596047856025,4.70078973543451,4.63955884333906,3.69458590217837,3.73107130961677,4.2451077206131,5.23956893736074,3.94084950812923,2.84775985844172,3.9458091389619,3.84886356983407,5.55709132484646,4.57828768509036,5.71448170256294,3.62672995004265,4.71308183495891,4.51741271731213,4.83093666338729,3.86943853576948,3.78470036772892,4.73771559863314,4.38935097179333,4.02794246928602,4.17573944373641,4.03428316056317,4.12601716397275,5.85190300205,4.77381638980708,3.96935597821996,4.58334972007199,3.06286183729248,4.19513716682131,5.53524527164771,4.80748447181712,2.94670904237038,5.40815441758261,3.57086670174032,4.37945045852487,4.9186605264917,3.29456851170341,4.32039164476639,4.80534526590616,3.46676527895164,4.3767604615744,3.36586067964166,4.5137765735582,4.28230199842163,5.1117636662775,3.91477885203212,4.49814165904242,4.95330934018368,2.82776654910287,4.08346501892739,2.91134782074712,3.71119701508682,4.46019615450592,4.90805101240799,5.17855616658549,4.8595726824391,4.35096409965793,4.01889288647817,4.07084217370167,3.66826272208751,4.82029888663239,4.5951820546267,4.44034442630969,4.86923467584015,3.6819818691278,5.40137470173848,3.84722885376416,2.5996194149877,4.02251287773527,4.46304377068608,4.17716757921899,4.36139359982426,4.7153691644748,4.85635374313196,3.40495201558789,3.30405136222117,2.99944152534885
2,4.73411855079356,2.10691086818732,5.05001739845829,5.20939291754932,3.46201980802319,3.48227983554846,3.23393171022415,3.66316592485388,3.59303453938479,6.47512127889096,2.24391542675113,5.14941442516497,6.11955511999662,3.89787544579064,3.9915131519971,3.07145358985877,3.45110188221076,4.28382952346337,4.9562251778353,3.61460884105922,2.52761314833033,4.12631357917808,5.03942270054679,5.07914527239504,3.35097702261795,3.71092511313321,3.83470309278549,6.51162347263762,3.35194833190043,2.74049806601561,3.68486706752386,3.90238299346051,6.28579152314355,4.97535661863748,6.69707707265902,3.65245542186521,5.35069696930384,5.20988486850088,5.38890184376292,3.29429369284896,3.98251331225721,4.74207497087292,4.41518113606863,3.56208019277899,4.05373037516302,4.52384020728259,4.84115209165237,7.12061862711521,4.90456897613739,3.69897739868438,4.4722411618306,3.45596165854978,3.7856515520481,6.74558260299033,5.97263173929665,2.85892873688663,6.20789536660742,3.55878908667578,5.30713567159323,5.61310753707373,2.62031229567668,3.27482863441701,5.7588872088249,3.48156139024174,5.25273434614149,2.41156882055607,5.06622819934166,3.64600878017552,6.06619701268228,3.51288565993209,4.34327295014231,4.19410591573668,1.73488372775927,3.90597437883518,2.88695757079316,4.17553948669317,4.41380940054597,6.02644237706522,6.13177990707516,5.46922344983845,5.59093856238455,5.20316028287828,4.74523675459047,4.07176117052514,5.15409529441828,4.87830318509061,4.1545942529906,4.52913832216079,3.38703514337227,5.80429344694461,3.97207736938828,2.18151434143034,4.26332386373664,5.75633485044157,4.85376702796753,4.24395432531314,5.05400683294014,5.16393435730696,3.04940157413667,2.64231943553987,2.66685099042812
3,5.96373864471045,1.55443800790377,5.16329181071126,5.73375807953956,3.32854946601624,4.0545366180275,3.62447654621309,2.9552737389791,3.45557553352324,7.47065466052335,2.66514302579223,5.94440039911053,6.6085388276765,3.65305900060758,4.81787433022923,2.92785690389529,3.55234296013453,4.48283066599097,4.89218102176185,2.82288122507545,3.64314474297861,4.00149405777893,6.50230306116151,5.76531412019497,4.05098029383071,4.30861431302774,3.98686956904228,6.85024949837145,3.48866835231685,3.71155397150183,3.91107852236141,3.57621629295117,7.20942698347934,4.94449946419173,7.75701920943393,3.76160074855196,6.03980484312305,5.47581826815739,5.43337099405498,3.78383449922309,3.47548582465383,5.33389001011154,4.58532983078095,3.4366309495301,4.73419383754504,4.65478256670874,4.18483845864619,6.33010165799437,4.58974543081126,3.10863640444097,4.41939432684335,3.8775746759406,3.22042932388295,7.17677640774541,6.3038830983462,3.02250662103405,5.53973374814502,4.51185424089671,5.33942685286867,5.87960357939395,2.69808577103606,2.91763460563233,5.79854517775603,3.75111651792142,6.06973946914773,2.37633464676806,4.96610256457952,3.12331208181646,6.35637574851256,3.63837943211551,3.92849505508888,4.83404305304394,1.57830097691555,3.62139654324244,3.68527160388525,3.73256651011845,4.55678492594486,5.96665327413767,6.4880798672883,5.19324965651784,5.4926599814552,4.52895372275076,4.56686998461389,3.7521612872115,4.60508717342728,4.97097701126446,4.08498940982922,5.37508344697966,3.17589852232312,6.11994970246571,4.63115936950153,2.5111606745147,4.66296554114152,6.80818995335506,4.6817800970176,4.40656860236829,5.44852749165776,5.91135630410304,3.49058688562338,2.4791078727501,2.48039144612548
4,6.68389393980668,1.84006148461209,5.62376584120907,4.97309402612082,3.33492671571978,4.79127590889381,3.3818106864787,2.39617606888062,3.35180069009166,8.29176086928735,2.52451762358466,5.72172100281345,7.31128121618204,4.14840962020866,4.9336887734874,2.5788011364848,4.24750545907655,4.05213312927721,4.7450942620461,2.61287477551894,3.63238199848799,3.86117503139951,7.84023236589724,5.98429380019501,4.09673392326667,4.34779676692715,3.62827883077645,7.56969119706285,3.65243645389076,4.68310818557455,4.10142408292061,3.51944294218405,7.89659158537265,5.37637224217339,8.30289572645644,4.17044180728192,6.24727503407594,5.55218948193547,5.72347946406425,4.12093504978818,4.09194338808432,5.50494526049243,4.89375737035411,3.94283004238528,5.3487955513765,4.78615560443569,4.28407869308997,6.58713934109671,4.96439495025984,2.92758418376461,5.08092437917509,5.29492447567335,2.29346892498806,7.48068321365447,7.31470472772576,3.50605503195815,4.93353373237239,4.35149310362411,5.8958085513925,6.01599930194045,3.30965054151032,2.1278505566777,6.53465273218315,4.09734570936889,6.79909633082303,2.84827951760332,5.59028471267088,2.35435284493199,7.15513231359905,4.00375504254482,4.08267499860205,4.93666273565635,1.49399316164041,3.02384362956953,3.86490154998448,4.6518899527294,4.64616835414362,6.0990847488058,6.61875538921623,5.1041137249444,5.95748976414235,4.75162249581291,5.16639741464091,3.51175232607889,4.80556211210769,5.2169621823766,3.91355354638147,5.26379427964689,3.41633582859269,6.27954101033512,4.73008504420683,2.62462233190294,4.12586867064427,7.23511093623117,4.12571856900358,4.46180544152922,5.57855121228173,5.46864483781455,3.8492545747432,2.71063798820036,2.34604101975633
5,7.06073450304863,1.22027285662658,5.20174981769153,4.21080227706211,2.6309268954477,5.68280568023491,3.50734250733307,2.53788736164848,2.96521234755566,8.95189490578254,2.55401711814215,6.06089361079351,7.84692909247727,3.47363265365481,5.71170604002527,2.18351660785335,4.11241874942015,4.46422922012473,5.33704862893606,3.08575350622952,4.06685331933515,3.47222812712651,9.41603996687527,5.84288392449677,4.39639004611617,4.72083851931299,4.24893916374265,6.58042246267668,3.2180095146324,5.2650808091627,3.96620674021423,3.41623057338242,9.3825339453223,5.13021719227115,8.46496271868077,5.52107266059187,6.57584131565417,5.01773974154682,6.14758347636338,3.64330724330118,4.37615988206827,5.6790441491441,4.8732255539173,4.07549287481015,5.82774535036596,4.82446971867699,3.4052316196448,7.02396630163206,5.48353564961186,3.76349609220393,5.88223290554852,6.31001483079591,1.44805324308811,7.76156568159844,7.4920494456073,3.88834750509667,5.01841330140554,4.81680132460111,5.55068405544769,5.34707554296306,3.58865549962251,1.91150954077338,7.27359554952057,4.06158428280425,8.22400408205332,3.01003525435305,5.63424356465065,1.87662560031916,8.0164618252607,5.11786964798613,3.67923769016325,5.76818751390546,1.54959246903366,2.92504745758796,3.77529462719156,4.57689579716301,4.95636661028663,5.66575646527171,6.9565510186641,4.16963360382334,5.94666873013377,4.85895753209181,5.01655739607645,3.77623617357883,4.72805367049053,5.54492702608682,4.06543283581479,5.61528608694058,2.76822712527431,6.22708342784927,5.67395566441887,3.24078067689491,3.79921122599227,7.91251446239947,3.77607676348559,4.1640320490584,5.50919853521894,5.69066915141402,4.39970263841552,3.07500254525454,2.55158050055299
6,7.87838787542155,1.65065502606625,5.11735198067663,3.58204280745868,2.22268422879267,5.62248561509881,3.49466533054952,2.75641804930375,3.78272722947146,9.22816935709911,2.89711897707147,5.42193946115989,7.92657715471946,4.07488641728115,5.65996227772231,2.10172379304344,4.0157510901979,4.70956989801699,5.90545668794736,3.72975417268102,3.84683128643265,3.38713898452937,10.6583884224904,5.83048809725434,4.03624340519651,5.17891748059898,4.89144001754226,5.40201785617157,2.76289232063946,5.08989954680627,4.30816093009564,3.00785559287593,10.8688060074048,5.3288527313805,7.98948622250383,6.53765376662235,6.27687339721233,5.24959643281494,6.089858157385,3.29945574434088,5.00833287532359,5.01146386087309,4.62748599317117,4.79635932185611,6.01865528156296,4.84052093727781,2.96800850288303,7.87973017804495,6.46988964638099,4.02277598726025,6.26213678633383,7.39441990222631,1.19125314952747,7.15638546369286,8.03316071846549,4.09805123839067,4.61295342904153,5.1499258156286,5.14131980022363,4.73338851859318,4.2186949516124,1.93645244750766,7.13485379980492,3.94870063471479,9.40530164614143,3.07620240487101,6.31362954854386,1.50992537442928,8.0984761120523,6.45303731363586,3.23214748237903,5.78656658745127,1.80314067487053,3.00507921161044,4.1691862909378,4.73014606308035,4.85826264908696,5.1806774814957,6.46314895439441,3.77381762849383,6.86449259354348,5.95018704589812,5.29503413778167,4.7114700315441,4.54218973929884,5.64089408909685,3.61672294616534,5.65355522218409,2.47055975125135,6.13912815896508,6.65714281419743,3.47179622943954,4.36972099779331,8.2222834482829,3.29252049559102,4.15304891063065,4.81735553889532,5.49419264016443,4.48998682655943,3.39475867912558,3.63606232634239
7,8.58602553109783,2.40134563954652,4.52400990847824,2.84956156022108,2.01252372767062,5.76890338154488,3.4073314083954,3.15204022364564,4.07109597123435,9.88400342876907,3.14835781630094,5.83096616044495,8.74317846693131,3.91252179841264,5.07742805219669,1.72641747914427,4.0516889576868,5.05700536918376,6.39732902485133,4.63566940026368,4.09814537749549,2.72491636700229,11.4924964362709,5.58905664818888,4.44170619064811,5.68781946978277,5.62984590654615,4.28532325873893,2.73471091199435,5.3144085198155,4.09507886959392,3.42836306338241,11.2789665194252,5.73885151419604,7.39987846549545,7.44322475236253,5.74409146888216,5.08507413462013,6.23441129999865,3.05291331930264,5.4021767743653,4.38809131787926,4.1444744634856,4.73050880701369,6.44779235367865,5.19698929588198,2.8699623427443,7.6027872173554,6.50649446963357,4.47892669697894,6.16714663232185,7.75821149041844,0.929650937727891,7.04108948057051,8.31206564641248,4.43978434484849,4.2680323967676,5.52162701179045,4.04449553022599,3.59563960794274,4.0189423413371,2.42581305481441,7.42508464919794,3.70740484129755,10.2481208985797,3.79999478740692,6.27551435030265,1.11591763857664,8.53449658678848,7.45469478602342,2.82459826051055,5.80587737582255,2.28223167898799,2.8276645148491,4.40718640062227,5.01934898559036,4.74801247894308,4.6681131158475,5.98425512603641,2.84718795492108,7.61864221068677,7.20862480803413,5.14544781734895,5.03066128181073,4.23551557088099,5.88001531886079,3.27475807817982,5.71967236055994,2.28648462111116,6.10958959289103,7.30411980924422,3.1455147225023,4.77415711734078,9.18501060981962,3.03796445396355,4.23890794943656,4.61532537555643,6.02263815262681,4.85943104063512,3.65038714138049,4.25845805304498
8,8.71346284160266,2.58596304165684,3.90738853299268,2.30501495043126,1.8720971289249,5.65701464807612,3.61587143302472,3.56076131234916,4.33291158484075,9.91093529503577,3.32545256473355,5.302127369987,8.83756869988636,3.92178362467772,5.11318174887996,1.6589032182702,3.86107056362266,5.41924334590028,6.28180573548805,5.46563077535684,3.38050840993665,2.5044334571861,12.093772862324,6.12183622107882,4.36900533078809,6.51369353661075,6.23890513673589,3.7193945798759,2.74196234713549,5.80473435945698,3.92989499728615,3.94570598333133,11.5586211979683,6.04610644200295,6.59506835328816,7.98572946116029,5.25929751943243,5.1113259503479,5.63384666408164,2.8319698519591,5.6421731344977,4.12599956674328,4.28745573011243,4.71811093973876,6.59560412789425,5.54495717258167,2.44984329854503,7.23503716300656,7.00420211744082,4.18234806545909,6.76551961447587,7.77465841073617,0.956530422329176,6.59148088709589,8.53913108781614,4.37715779636105,3.94323724645085,5.18371936828764,3.4019855497878,3.58534683020362,3.65082444865552,2.85624158336224,7.25755052848916,3.40872783633215,10.6740390081624,3.86303242228022,6.31132352633042,1.67936683806361,8.44799599888242,7.93628210020293,2.89424297051122,6.13380262305532,3.08733879766032,3.63015354435975,5.11328990840494,4.77640736196519,4.3245124896003,4.04626389420471,5.57136976279937,2.41509168005881,7.63360399062784,7.66565400655576,5.03324786960553,5.53961514756508,3.65831488035374,5.75259939513853,3.18775093494987,5.87459986295596,1.9777811368927,6.26902379113924,8.26346899477569,2.64180522385592,5.4886255054558,9.91068941970277,2.97136282601301,4.02388681211033,3.83910301698835,5.85082369093174,4.38137661509465,4.33367659188549,4.91034831110797
9,8.46857003690634,2.66967958292681,4.26591926256991,2.59357376495801,1.70362991417668,5.57602974870469,3.56712742523712,3.96411951377303,4.67478056573539,10.2196169218033,3.67549692474571,5.4709354622672,9.12586208893958,3.77579926198662,4.9167694873355,2.25476229954966,3.71325813195661,4.75277372606894,5.56098804012406,5.77823635003795,3.87253195340985,2.83059764693828,11.9308151381805,6.4017913686836,4.28057810688782,6.84494781441898,6.38039320342184,4.32738962276153,2.8561898613235,6.21044547298281,4.16006666362257,4.03180832125578,10.6429908097343,6.34662760433819,5.70250340177921,7.79305753221626,5.06976002847331,5.49269392115072,4.73035774258206,2.75266635423522,6.1018128472051,3.93740643684081,4.23058073100516,4.75192099836254,5.94274149113388,5.43389656387246,2.35233080319862,7.08306816471545,6.39996994241921,4.62772614776165,6.64456314139878,8.24567623507697,1.3320309648213,6.41583451119978,8.89262784045533,4.22722034023536,3.76828459682771,5.44624719114014,2.91341333599296,2.84242503251306,3.59833560534737,3.3002552821419,6.61933439785764,4.35411820152017,10.6197695590779,4.58176068604748,5.6214531503139,2.41048634006134,8.64567895830586,7.94257639752309,2.97012296885392,5.88263135514543,3.5683029894517,4.30257002538762,5.5583340152732,4.52164721330536,4.24346478293801,3.78513641052761,4.96025066559054,1.84118364328266,8.47481292093419,8.08619911237106,4.3241077126945,5.89435600588426,3.54610131548711,5.39778926634297,3.12746825072851,5.7445669903575,1.70744111579155,5.97143490581773,8.67926251679983,2.60157186289311,5.7260452652185,10.4490553895918,2.49985213057224,3.7307485772478,3.69550120093519,5.75101506162986,3.97081152636819,4.77003001861918,5.83489804175878
