,101_1_60_linear_heterogeneous,101_2_60_linear_heterogeneous,101_3_60_linear_heterogeneous,101_4_60_linear_heterogeneous,101_5_60_linear_heterogeneous,101_6_60_linear_heterogeneous,101_7_60_linear_heterogeneous,101_8_60_linear_heterogeneous,101_9_60_linear_heterogeneous,101_10_60_linear_heterogeneous,101_11_60_linear_heterogeneous,101_12_60_linear_heterogeneous,101_13_60_linear_heterogeneous,101_14_60_linear_heterogeneous,101_15_60_linear_heterogeneous,101_16_60_linear_heterogeneous,101_17_60_linear_heterogeneous,101_18_60_linear_heterogeneous,101_19_60_linear_heterogeneous,101_20_60_linear_heterogeneous,101_21_60_linear_heterogeneous,101_22_60_linear_heterogeneous,101_23_60_linear_heterogeneous,101_24_60_linear_heterogeneous,101_25_60_linear_heterogeneous,101_26_60_linear_heterogeneous,101_27_60_linear_heterogeneous,101_28_60_linear_heterogeneous,101_29_60_linear_heterogeneous,101_30_60_linear_heterogeneous,101_31_60_linear_heterogeneous,101_32_60_linear_heterogeneous,101_33_60_linear_heterogeneous,101_34_60_linear_heterogeneous,101_35_60_linear_heterogeneous,101_36_60_linear_heterogeneous,101_37_60_linear_heterogeneous,101_38_60_linear_heterogeneous,101_39_60_linear_heterogeneous,101_40_60_linear_heterogeneous,101_41_60_linear_heterogeneous,101_42_60_linear_heterogeneous,101_43_60_linear_heterogeneous,101_44_60_linear_heterogeneous,101_45_60_linear_heterogeneous,101_46_60_linear_heterogeneous,101_47_60_linear_heterogeneous,101_48_60_linear_heterogeneous,101_49_60_linear_heterogeneous,101_50_60_linear_heterogeneous,101_51_60_linear_heterogeneous,101_52_60_linear_heterogeneous,101_53_60_linear_heterogeneous,101_54_60_linear_heterogeneous,101_55_60_linear_heterogeneous,101_56_60_linear_heterogeneous,101_57_60_linear_heterogeneous,101_58_60_linear_heterogeneous,101_59_60_linear_heterogeneous,101_60_60_linear_heterogeneous,101_61_60_linear_heterogeneous,101_62_60_linear_heterogeneous,101_63_60_linear_heterogeneous,101_64_60_linear_heterogeneous,101_65_60_linear_heterogeneous,101_66_60_linear_heterogeneous,101_67_60_linear_heterogeneous,101_68_60_linear_heterogeneous,101_69_60_linear_heterogeneous,101_70_60_linear_heterogeneous,101_71_60_linear_heterogeneous,101_72_60_linear_heterogeneous,101_73_60_linear_heterogeneous,101_74_60_linear_heterogeneous,101_75_60_linear_heterogeneous,101_76_60_linear_heterogeneous,101_77_60_linear_heterogeneous,101_78_60_linear_heterogeneous,101_79_60_linear_heterogeneous,101_80_60_linear_heterogeneous,101_81_60_linear_heterogeneous,101_82_60_linear_heterogeneous,101_83_60_linear_heterogeneous,101_84_60_linear_heterogeneous,101_85_60_linear_heterogeneous,101_86_60_linear_heterogeneous,101_87_60_linear_heterogeneous,101_88_60_linear_heterogeneous,101_89_60_linear_heterogeneous,101_90_60_linear_heterogeneous,101_91_60_linear_heterogeneous,101_92_60_linear_heterogeneous,101_93_60_linear_heterogeneous,101_94_60_linear_heterogeneous,101_95_60_linear_heterogeneous,101_96_60_linear_heterogeneous,101_97_60_linear_heterogeneous,101_98_60_linear_heterogeneous,101_99_60_linear_heterogeneous,101_100_60_linear_heterogeneous,101_101_60_linear_heterogeneous
0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1,3.93840005010133,3.32619692540727,3.24064229794442,3.98828757563632,5.8110407692538,4.27998688793176,5.31664736203129,2.73861602030339,4.55131980029074,3.40524047575629,3.44821862534069,2.94177470266565,4.63265740021635,4.60320744008973,2.55822641830881,4.09495186169577,3.00196052097773,4.99119199623705,4.63134893867377,4.37975065241757,4.99686142156831,3.70644097334775,4.72183924143436,4.32601995156129,5.33800636505502,4.14385510079184,5.37326858847932,4.35097782490292,3.99607581597452,4.23552969394414,3.21061390235857,3.6013620826949,5.37499071607968,4.17113316101948,2.89091662373263,2.97286847522032,4.14694045270415,4.96353786905864,3.97523808506402,2.79285070385942,3.13356649946712,3.66253461972858,4.24677534455449,4.30803057799154,4.75068588064561,3.32047329395626,4.56053675507563,4.23452159409045,4.39466378833406,4.27257867447644,4.47666761954026,2.63040992002617,4.68413568396343,4.9577785492713,4.52011395775986,4.29944878081568,4.35663323658457,4.43565729400662,2.69790516394414,4.58629047630068,3.42467359159024,3.76794755876827,3.94042187064013,3.43829820580279,4.53849515336868,4.13671254065847,3.67824236497811,4.43084733286784,4.44799508940066,4.01629578359345,4.72385531840179,3.43221595238537,4.46585238890638,4.44181463162109,4.81163526851834,5.86853765088517,4.20192650560075,3.26340813699798,4.9168445768928,5.17602148310517,4.3916377872928,4.43578696782859,3.02654223220884,4.19253681793878,4.17445093948713,3.88902195691574,3.56559043114605,4.17145434988785,3.93850582823652,3.14263617948152,3.79421725373769,4.41196195544372,3.27949044922375,4.50404774877618,4.97363871425453,5.93996829089631,3.16644783858791,3.39966819794069,3.70321318479738,4.27934878026256,4.08538873686988
2,3.38803539391067,2.63962845491486,3.45033537010399,3.95619706105425,6.21621709030275,2.88286773192297,6.34561955346025,2.53082823929613,4.81945123060468,3.46938178407687,3.67828298304627,3.29329745272607,5.38833920034315,5.06733989656771,2.41908629006312,3.83288460086232,3.49399444026626,5.18678514157925,5.16782726732794,4.58550965421148,5.33997700173952,4.14273289897973,5.51264894525351,4.7635334884778,5.35092519084145,3.84560286079246,6.71401500085936,4.57903087297931,4.56775399384752,4.80539579048519,3.21596800289667,3.41225935247586,6.28583928758957,4.11641344763838,2.75569650849123,2.11371087203685,3.75176734805006,5.23102981114468,4.15563340148691,2.46802008843823,2.65670802845209,3.11463869998961,4.19882043795361,2.81355068023129,5.46740663115257,3.48838723574285,4.31185929357424,5.0903270811986,4.06328387652606,3.87308252875095,5.07527851281237,2.2336471210631,5.19656158173024,5.50202136168,5.08044627615977,4.2101449797842,5.23470345102995,4.58257206361301,1.90459809399672,4.74330351384032,4.14588284434803,4.24461513608713,4.09033842323803,3.52755909614577,5.0751535988304,3.49835997068125,3.03831716403324,4.92480460536344,4.37202873984918,4.78831948937523,5.75232069905219,2.96716837095195,5.3071341653638,4.82928137746862,4.57466444916828,5.53183765115249,3.94302286588806,3.3866801495322,4.37578579401425,6.0715602342967,4.14968901199322,5.01933798378917,2.21590765643636,4.29798835439853,5.89046817458267,3.77872847232874,3.41698707550654,4.02344178693491,3.60420953959051,1.6467349535745,3.42633009236774,4.61909610585196,3.45143792895383,5.16683851755434,5.61432894965194,6.7227596660529,3.76496317071037,3.17754429219579,4.50534574555266,5.69305146974507,4.16270431485876
3,3.69070811813444,2.85885821072222,3.73528914975493,4.57014855831664,5.90641124703678,2.26099927371822,6.8607107833584,2.78179022010122,4.5787963194013,3.20310934499576,5.2546824630097,3.43842261591835,5.58114919510766,4.72837801425386,2.83702226638126,4.06196444862332,3.94062664663024,5.62607610530712,5.57792734236149,5.79575590443369,5.2152409575266,4.7504125234165,5.0459707638036,4.55905475888272,5.89827018434466,4.67336299634392,6.61322656103686,4.20504177883326,4.9849539572315,5.50341081638576,3.70419837702141,4.27804668944132,6.77277004737579,4.30857336840725,2.07013915597022,2.9781497576502,3.78522010195251,5.26271462034082,4.86260105176239,2.34041277283723,3.85880356617619,3.37222125398902,3.29698846580014,3.32567904709082,5.86195947234546,2.99596415492771,3.65184737766021,4.86119023857278,3.86096857208676,3.90648532248476,5.25775252275535,1.77300446317962,5.09998527316606,6.37116078693919,5.47170150395723,3.50697943226339,6.28776074870128,4.69937042582873,2.39665605225272,4.94884658619978,5.02833482695031,4.6426899046515,5.36753982269233,3.52337258828423,5.22997750119072,3.29766018985222,2.98287984825193,4.99178191174516,3.97466289126073,5.2732069370766,5.44215676677916,2.7683879531115,5.91547810758538,5.76278545966719,4.23308009612283,5.60135859911908,3.81222724628721,3.9294756642692,4.7687575451878,6.22803314564393,4.47876108776249,5.15450148823026,2.41595661274541,5.39243932271342,6.95543089913202,3.02843823771062,2.86710302861702,4.5198301237472,3.74023324016104,0.775016762944523,3.07434947767107,4.49402383180304,2.76666248309304,6.46486781632717,5.97937184043475,7.01488815705222,4.6232163321938,1.70243321306295,4.98578077914811,6.40352349425734,3.8648603654991
4,4.22130724065325,2.79656326888342,4.27318733668197,5.23760277764391,5.62923492066353,1.43325726263745,6.68184754174383,3.12676931697717,4.69566884192516,3.27315730799756,6.66271952173614,3.85497853675294,5.6990012110754,4.80170816832587,3.19949563397878,4.32676894859683,4.71665861654893,6.24648846150348,6.18910538891857,6.03850704121747,4.66710778824285,5.34157372177658,5.16511596022212,4.87323094349049,5.43488636783384,4.84907199613286,6.64705862825697,4.21506775486595,5.14860847750082,5.81337878759625,3.81015340333202,4.42200885348853,7.47235064647716,4.1316364072833,2.00983802541576,2.66296172970862,4.19588643652418,6.08467264094008,5.53320702494744,2.09702958061804,3.96637161612239,3.50413742562476,3.65414459291821,3.14919850687434,6.4080008279118,3.27958156072985,3.54014382458492,4.85362942864397,2.93434734179629,3.04518908284691,5.9195976208645,1.34984230991686,5.15078415638249,6.22165745852399,6.69290847623624,3.04337429807116,7.79505687434156,4.82621767834145,2.52759781081112,5.22268897802985,5.93651506605161,4.84090668758544,5.60616517186729,3.28238461220414,5.37131571608589,2.94971937132775,3.01447745371704,4.64777365870401,3.54733016197029,5.66216765069019,5.55216659702338,2.33715718493451,6.22819349100205,5.73477739226119,4.23863948800303,5.75537338795505,3.79293378909496,3.97138117165437,4.89806628784851,6.78979666838414,4.80265467950696,5.84703574039041,2.42852889040091,6.14148123617988,8.40873549651928,2.58494285727466,3.08040974269354,4.45040806242532,3.01846501722361,0.990197563760271,2.63429116653641,4.61310687699317,3.16695856320883,6.54204065704914,6.41525395832515,6.86215719803394,5.69318613527182,0.865751167440867,5.10645196618745,6.85395507781951,4.43376845249732
5,4.88095336645976,3.05906212108422,4.90421024133896,6.00102120678006,5.42122299644612,1.14979066904737,6.19673498231309,3.06112705911544,5.05882368977564,3.16302363423874,7.69063708111189,4.24566538700958,4.84898717713609,5.22473572613127,4.54969927022906,3.95793309171555,5.85277102982437,7.0380499443501,6.5017781054405,6.02263340171253,4.74438808857809,5.11043634367514,4.69112019378813,4.43780473686953,5.50594743962227,5.02981974093338,6.24783242458357,3.68160738771494,4.6773807584204,5.69710241449508,3.50013141642628,5.10717297909603,8.17674102514148,4.40595069238521,1.78139224664574,3.00392674987222,3.71123660772217,6.22077966535313,5.98527165591452,2.13405273318466,4.50851919144951,3.61722162815967,3.61708739697947,3.69703442898281,7.4728436422868,3.63902367562549,3.69357813799452,4.76433581182977,2.74719954872202,1.70248878471443,6.11188145312089,1.41655072205523,5.32704626122515,6.34601611089457,7.33256546687723,2.88376506070502,8.02258526621647,3.98777755278476,2.96503388697818,4.6137981269246,6.54780391534804,5.22474923932584,6.20120430430985,2.78132191350101,5.34408153203727,3.02268142888266,2.41021676075098,4.58428021115305,3.42967723643275,5.87101998882129,5.43268963809407,2.61531367389914,6.84502369743694,6.32513000252435,4.2638808721844,5.21780783566297,3.04490520238773,3.98881352681959,5.70942030385028,6.45289298123603,5.10653353752257,6.54435940135042,2.54804785772617,6.71672736507107,9.52776798380294,2.54497569376976,3.55063053248898,4.53205406896331,3.47301954157278,0.743244270043495,3.19787745578883,4.64680456120264,2.82016189493045,6.49262375716899,7.242475577217,6.77072155307627,6.11429695826754,0.781693842591119,4.9990788909605,7.30973228189364,4.60497890784704
6,4.30582908312857,2.41965541635655,5.38235701301957,6.01972976423126,5.52608630748737,0.789120699487093,6.3582929946136,4.01353626677931,5.53177957356923,3.75186419970144,8.7885143657229,4.89146215512798,4.50357514959961,5.24043731101813,5.4398378494403,3.91189545829663,6.42805253644919,7.0012420894424,6.26598819275251,5.30281686020517,4.59225752465799,4.91736107466148,5.24691307461932,3.80384066001494,4.71923592370926,5.57830057157547,5.9143550481111,3.70029590750167,4.7853462994205,5.12008759569966,3.84887648762121,4.64324722355491,8.69351698202406,4.70512902637473,2.16049829397737,2.89433123590391,3.70877875446352,6.1141932705546,5.29805594634519,1.76399861014849,4.79119023421699,3.57865274519724,3.21486210231474,3.47513249936675,8.57536177630171,2.9234048951124,3.43363306513722,4.99657766058263,2.22649462979499,1.2238465018755,5.97748468303771,2.20398283499806,5.35360921919917,5.78328225832385,8.89954625796542,2.64372596822131,8.47730051144587,3.53919385674548,3.76159631963656,4.689939377389,7.57310579274341,5.51320808887431,5.645318038165,3.22018933639915,5.50071805126154,4.06120045157229,2.0147087287193,4.85968373452264,4.36422735713716,5.55384509868932,4.99194770462328,2.52046966984318,7.26658248439776,6.4477914717807,4.37729861672083,4.84128596463842,3.31219933549809,3.68749346838134,5.36534152542652,6.22707588358043,4.83056602650161,6.98618099303464,2.81606273068367,7.51527551452973,10.0480362800343,2.46952488869122,4.056571903442,4.51530442880561,4.12191148158318,1.45358677050303,3.41108322292094,4.1389752668936,3.2501336559889,6.19944007249236,7.85179850916174,6.42183638456531,6.49561002752644,1.34143826012753,4.91603324181726,7.78866648587662,4.80734205761666
7,3.988762642614,2.20229112787429,5.9829536932786,5.95518347254714,5.08626714074389,1.19533391613021,5.57948688655087,4.64418059343941,5.37871902570833,4.13995343187529,9.15182771419445,5.15385861744668,2.89745546442662,5.63482629022805,6.69099040344471,3.90926694364788,6.88969820344446,7.21064602077211,6.06054360657673,5.57673464685707,4.49926511865936,4.82404973975856,4.36463118421317,3.25398528920331,4.28169251651621,5.36596622906804,5.50270369762728,3.10123984570225,4.5217139297783,4.60504217186428,5.24411281839795,5.25800003093081,8.07806526963855,4.48014650504693,1.95793655991123,3.21862912668863,3.40613650351624,5.67594488140273,4.4826599930868,2.00235217268003,4.91318494699749,3.32610666946368,3.31771437242467,3.79355967875441,8.94353385791271,3.06667404296855,3.19076000796456,4.88972149918801,1.58722278053063,1.10696181396973,5.59034658122589,2.44883434479391,5.06022673449017,5.20938268423114,9.48365089998375,2.76287557992234,8.21856020111174,2.81936194351108,4.60919379302898,5.06494825607058,8.13625595710906,4.88764246890269,5.54496168156713,3.43123790634667,5.83446475245459,4.15651263171712,2.28052337367653,5.12013889642941,4.390837031036,5.27898448769687,4.56202261778381,3.8745630435536,6.99866827156976,7.02565701102298,4.16137488150498,3.60040764928443,3.20411668487921,3.83055939584591,5.11015003438183,5.72725873965481,4.96891966331545,6.63259055473524,3.39065686335997,8.00624712439597,9.94170375388147,2.41204689545631,4.73076327710459,4.43480083916365,5.2043076457155,2.00398108379353,3.98151370573726,4.0667184385389,3.63501310493753,6.40061289939768,7.7718632476001,5.88524336976485,7.15619812674483,1.79174388583995,5.03564463478752,7.36090418692774,5.39100005764364
8,4.06487484238886,1.27203487668857,6.12851953609988,5.32294673041748,4.46610791803252,1.26112565668033,5.68232620711502,4.88473223409511,5.25456896090403,4.10335630453524,9.50683591637749,5.53050998252919,2.39153667983744,5.47119916349196,7.03983264904627,3.92599624862291,7.84855913377476,7.16157213064045,6.16421561103357,5.75968339251837,4.52430681623012,4.46147106310777,4.45423971946547,2.31385236017417,3.80669847317976,4.98428274324746,4.89471959825723,3.20917071830141,4.26050691348947,4.28145230530174,5.85080969582402,5.43612117596704,7.56361641869224,4.82047715875783,1.61632450495839,3.30499206973578,3.28217366331975,4.98625511097466,3.54031674753582,2.22272226534342,5.29501553006705,2.97738931035673,2.60061370600766,3.26918872804053,9.76748152798367,2.87330600493208,3.20091329100786,5.41083329343174,1.69755018798518,0.73060318173751,5.41761562151249,3.19265260665067,5.15779372201068,5.39649139519147,10.1264725059301,3.21585401617626,7.8323782930121,2.25561566910014,5.07539666917099,5.74332419229786,8.85212739269921,5.39215284924913,4.88445975105999,4.33988618162704,5.9929246461658,4.38089683571965,1.80241538655272,5.75473215871947,4.83317152213847,4.99663967992425,4.12098900463607,4.46274378634759,6.70174989076546,7.0083076692927,3.92569802771953,2.54185992034513,3.34190872410427,3.69589951303469,4.82521510883909,5.5303994847629,4.52317006423243,6.09331075608816,3.98566788646557,8.07430614106393,10.3443263917179,2.71198114550401,4.879116943447,4.85455111769999,6.34429732393982,2.57881131703356,4.15953018133614,4.18580913598273,4.15309009964229,5.97246520311587,6.68027088965725,5.94225206211406,7.2467648485994,2.18714712310275,5.42502561859448,6.94732465886745,5.17459155962441
9,3.91998659652604,0.833512956608526,5.81558904575114,4.62444779521373,3.85418018194985,1.29813682627174,5.78559388465764,5.2072811637711,5.57157575720355,4.14390054920978,9.47165816476233,5.5596993286973,2.05967172525361,4.79858835641785,7.0527448746409,4.12086355481509,7.75798543310743,6.64314234112917,5.902830243375,6.0926418963193,4.25444020537389,4.83605471699374,4.79407922929039,2.01581724416888,2.6189837192756,4.3358271705695,4.89296680550179,3.5718758161333,4.00742309070086,4.66220674794539,7.06799420787599,5.42183339177578,6.41255053153532,4.98447367890483,1.96397784396227,3.68093641122254,3.38567163176959,4.36105176753882,2.78789178688775,2.33949072942827,5.64749243167834,2.19642591891337,1.80197557798212,2.60508165798786,10.6827139402698,2.7389954099101,3.02662616450893,6.11076354066608,2.01328980202584,1.20949646074054,4.88530830318213,3.40295561398719,5.19471593980662,5.26824635415986,10.1317659849556,3.44596459312743,8.0476379931083,1.29510612657493,5.86628399969935,6.8399117447496,8.83940446394173,4.99710867329635,4.96342926099646,4.6718885748114,5.51459451551226,4.17011422148656,1.99328917263038,6.33582127625951,5.19037341123889,4.70779996930404,3.4247642770195,4.62834780327813,6.26938594296557,7.28388657881753,3.23336227662605,1.52511820119927,3.86749881429331,4.70850829939356,4.83926307938734,5.35148896115376,4.67128644362893,5.57610431603187,4.30205757723533,8.3493632626269,10.5868137107904,2.35406449972843,4.78483213788068,5.37280505610879,7.11857113247827,3.36108125615654,4.19911647297964,4.55911599069659,4.45617924853276,6.37811826352357,6.26343054848952,5.89647002024862,8.14698606534229,2.19802331861562,5.34249495948795,6.50839089056434,4.64149348125654
